Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-375	565	779	7027	466	892	736	12131	3873	317	1799	537	523	4422	2431	1901
miR-139-5p	772	647	945	992	682	1603	1374	2836	2936	2038	5734	5876	8879	2807	204
miR-223-3p	746	3880	1384	378	4167	644	2072	14304	187	2109	364	426	3328	2633	340
miR-361-5p	729	2356	949	657	2301	1101	1372	8416	1713	2074	3173	3798	5549	2369	234
miR-132-3p	504	328	224	969	333	1591	377	1436	3852	1631	6993	7556	8249	2188	55
miR-1296-5p	871	405	65	1147	389	1802	83	1715	3046	2310	5260	5917	9592	2937	13
miR-500a-3p	710	3375	840	444	3419	897	1247	10331	973	2094	2055	2720	3833	2264	212
let-7d-3p	628	315	578	935	285	1616	791	1453	2986	1792	6203	6245	8854	2483	116
miR-454-3p	653	3561	387	517	3002	970	563	9098	1414	2114	2863	3828	4009	2074	84
miR-574-3p	725	2400	1673	471	2845	688	2272	12226	559	1848	847	922	4301	2763	401
miR-376a-5p	642	3315	79	415	3344	735	179	13733	638	1932	1275	1467	4267	2435	21
miR-215-5p	683	229	10496	598	178	1076	9541	855	215	1846	397	214	3031	2301	2585
miR-512-5p	561	4560	NA	161	5193	294	NA	17498	NA	1569	NA	NA	1631	1881	NA
miR-181d-5p	533	526	88	715	506	1418	161	1821	2849	1777	5692	6622	6985	2222	23
miR-518a-5p	562	4121	NA	186	4519	426	NA	15682	NA	1779	NA	2	1865	2059	NA
miR-527	562	4121	NA	186	4519	426	NA	15682	NA	1779	NA	2	1865	2059	NA
miR-577	587	11	6	854	18	1540	6	46	3013	1829	5518	7331	8115	2120	NA
miR-424-3p	632	3367	169	309	3659	480	279	14730	16	1843	30	42	2622	2448	58
miR-515-3p	600	3269	NA	248	3527	380	NA	16040	NA	1628	NA	1	2189	2256	NA
miR-495-3p	554	3440	42	249	3454	556	62	12681	490	1652	884	1082	2629	1902	5
miR-130b-3p	614	2276	1997	341	2410	605	3024	9748	254	1613	526	573	3031	2128	518
miR-421	525	1305	311	587	1484	1116	527	5097	1870	1643	3352	4518	5260	1906	79
miR-450b-5p	623	3505	365	266	3586	483	533	13369	21	1725	55	67	2323	2129	87
miR-455-5p	589	1951	1159	395	2229	622	1786	8495	754	1489	1281	1387	3734	2057	263
miR-17-5p	532	2191	1812	360	2238	624	2769	8109	464	1459	850	987	3023	1793	437
miR-498	472	4895	NA	157	4196	341	NA	13210	NA	1429	NA	1	1284	1521	NA
miR-525-3p	508	3076	NA	218	3447	350	NA	14412	NA	1405	NA	1	1897	2128	NA
miR-31-5p	501	934	61	654	1029	1122	75	4168	1933	1580	3216	4031	5807	2127	20
miR-146a-5p	592	1595	2014	408	1653	680	3363	5916	730	1634	1397	1604	3239	1807	518
miR-365a-3p	579	2966	971	278	2989	540	1512	9234	305	1715	568	643	2444	1973	276
miR-365b-3p	579	2966	971	278	2989	540	1512	9234	305	1715	568	643	2444	1973	276
miR-129-5p	524	3	3	778	2	1341	2	6	2794	1464	4972	5902	7170	1924	1
miR-181c-3p	516	492	120	706	576	1103	209	2404	2301	1455	3738	4665	6376	1836	20
miR-323a-3p	522	867	31	676	1045	969	65	4215	1783	1517	2969	3698	5698	2105	4
miR-517-5p	517	2148	NA	454	2571	592	NA	11439	NA	1811	NA	2	3756	2702	NA
miR-455-3p	315	1223	1822	276	1736	395	3812	6523	428	1784	1203	1141	2438	2237	530
miR-148a-5p	393	623	4861	320	631	476	8253	2750	64	1365	81	105	2973	1688	1146
miR-598-3p	658	99	53	942	90	1340	60	408	2126	1643	3504	3905	8005	2483	9
miR-539-3p	482	2245	76	371	2351	719	132	7286	1003	1498	1881	2512	3113	1499	20
miR-941	437	982	779	494	1031	825	1088	3484	1594	1248	2979	3476	4501	1731	205
miR-150-5p	401	1102	1451	356	1402	693	2546	4821	993	1340	1762	2123	3697	1674	492
miR-106b-5p	428	1845	497	328	2266	443	794	10589	356	1210	607	723	2528	1839	115
miR-561-5p	485	3166	6	195	3512	294	20	11777	12	1528	15	19	1695	1666	5
miR-34a-5p	358	1112	1213	404	1207	736	1859	4651	1268	1134	2444	2725	3206	1520	320
miR-452-5p	506	3229	92	151	3247	339	178	11374	16	1562	32	33	1468	1790	21
miR-153-3p	422	25	34	708	38	1102	39	134	2449	1239	4108	5788	6166	1550	7
miR-374a-5p	446	2537	444	248	2691	481	614	9062	305	1200	620	798	2167	1481	103
miR-524-3p	398	2461	NA	178	2901	267	NA	12435	NA	1193	NA	NA	1645	1642	NA
miR-518d-5p	463	2998	NA	183	3300	300	NA	11071	NA	1329	NA	1	1574	1672	NA
miR-520c-5p	463	2998	NA	183	3300	300	NA	11071	NA	1329	NA	1	1574	1672	NA
miR-526a	463	2998	NA	183	3300	300	NA	11071	NA	1329	NA	1	1574	1672	NA
miR-518f-5p	454	2871	NA	190	3166	315	NA	11127	NA	1298	NA	NA	1606	1627	NA
miR-328-3p	458	172	119	722	219	1131	190	898	1963	1328	3448	3903	6317	1727	28
miR-196b-5p	453	3679	7	184	3503	292	10	10105	NA	1448	3	4	1266	1491	1
miR-518c-5p	483	3427	NA	153	3312	317	NA	9921	NA	1409	1	1	1524	1436	1
miR-330-5p	354	338	50	525	346	906	74	1238	2441	1031	4054	4905	4421	1191	11
miR-15b-5p	402	2275	530	228	2127	443	788	8012	341	1234	715	893	2167	1444	147
miR-106b-3p	381	1567	424	300	1723	414	773	7620	573	1182	869	1158	2799	1788	107
miR-363-3p	382	1596	95	342	1752	525	158	6785	747	1110	1196	1462	3028	1517	24
miR-372-3p	427	2455	NA	146	2836	304	3	9858	1	1285	3	3	1407	1628	NA
miR-345-5p	316	303	1530	481	338	670	2582	1386	1424	840	2248	2845	3718	1100	395
miR-361-3p	356	767	591	442	793	729	1018	2972	1323	1038	2359	2674	3414	1280	180
miR-885-5p	352	2	1415	485	1	773	2275	5	1529	915	2959	3136	4225	1326	383
miR-145-3p	407	1653	550	209	2060	308	824	8310	160	966	268	358	1866	1346	161
miR-320b	392	1153	218	385	1408	554	314	4870	795	1260	1484	1788	3157	1486	58
miR-301a-3p	402	1439	50	311	1370	596	83	4153	1000	1106	2091	2526	2623	1216	14
miR-9-3p	409	12	4	558	19	1037	2	62	1752	1170	3338	4395	4849	1258	NA
miR-142-3p	395	2328	838	164	2256	375	1212	6328	129	1158	305	356	1490	1249	215
miR-374b-5p	368	1669	337	253	1809	416	461	6107	475	1110	922	1046	2204	1201	71
miR-1247-5p	365	1862	157	171	2209	298	265	8445	80	1087	100	122	1644	1476	50
miR-129-2-3p	314	NA	1	412	3	901	2	NA	1787	1026	4179	5003	3623	1049	NA
miR-338-5p	381	22	28	553	23	890	31	101	1681	1136	2854	3567	5306	1453	3
miR-378c	301	698	2008	254	987	342	3160	3985	222	861	355	417	2331	1453	505
miR-493-3p	366	1978	65	150	2058	224	97	8887	14	1095	19	32	1303	1362	13
miR-133a-3p	350	1159	126	269	1412	450	819	5113	671	946	1057	1248	2326	1218	38
miR-373-3p	338	2316	19	144	2165	253	25	7666	3	1194	3	3	1122	1287	3
miR-30d-3p	307	1284	633	189	1586	304	1096	6261	165	881	284	401	1765	1192	167
miR-450a-5p	306	1846	96	139	2026	224	152	8399	11	869	22	38	1180	1043	27
miR-519d-5p	349	2466	NA	125	2368	265	NA	7048	NA	1135	1	2	1232	1256	NA
miR-1260b	238	571	1748	214	803	186	2551	5387	87	469	176	219	2036	1087	370
miR-1260a	235	547	1692	209	778	188	2504	5183	91	460	200	225	2006	1047	369
miR-22-5p	235	1404	234	123	1673	181	390	7570	110	693	190	164	1211	1028	45
miR-32-5p	313	1248	440	169	1414	259	672	6313	169	768	304	319	1574	1008	103
miR-127-5p	260	1274	32	193	1361	341	60	5717	466	872	740	800	1692	1099	4
miR-339-3p	268	440	431	382	502	491	597	2101	1005	771	1774	1894	3044	1110	89
miR-27b-5p	230	994	904	186	1110	254	1510	4670	184	837	306	382	1646	1156	251
miR-19a-3p	275	2297	678	140	1670	358	960	3617	204	928	529	754	1148	772	168
miR-337-3p	285	1984	51	121	1879	232	70	6699	47	837	89	90	1021	948	13
miR-521	182	1634	NA	61	2087	106	NA	7838	NA	604	NA	1	632	848	NA
miR-371a-5p	243	1348	1	96	1826	157	5	7419	1	754	2	2	1007	1061	1
miR-135b-5p	269	1226	9	189	1231	365	12	4016	587	798	1132	1361	1763	834	5
miR-141-5p	252	1575	8	131	1948	184	6	6590	NA	729	2	3	928	957	1
miR-376a-3p	241	1375	71	105	1553	204	108	6044	169	699	263	332	1078	858	20
miR-485-3p	265	451	18	277	538	457	25	2357	930	690	1603	1811	2695	969	4
miR-433-3p	215	531	10	261	752	387	13	2800	751	647	1453	1559	2444	945	3
miR-625-5p	207	1424	15	125	1650	197	36	5358	194	752	276	386	978	778	5
miR-487a-3p	236	1038	15	174	1119	258	34	4486	349	636	501	733	1572	898	5
miR-652-3p	185	757	113	165	1082	313	153	4157	394	608	663	746	1587	867	25
miR-1307-3p	233	541	369	213	678	316	617	3035	474	594	857	902	1899	848	92
miR-122-3p	158	1	3078	128	NA	239	4787	NA	NA	490	1	1	1310	534	810
miR-210-3p	208	791	352	160	855	228	671	4107	229	583	418	507	1447	849	96
miR-425-3p	240	616	380	205	623	350	566	2618	547	550	943	1178	1799	765	81
miR-494-3p	230	1443	90	114	1300	279	159	4143	179	689	477	447	1093	744	33
let-7b-3p	213	278	607	238	354	351	801	1161	624	607	1199	1573	2195	696	130
miR-326	245	238	100	286	272	420	147	1380	702	694	1176	1260	2800	1042	21
let-7a-3p	198	954	339	148	1037	271	470	2904	314	658	605	796	1272	689	89
miR-378g	5	109	27	46	137	54	8266	1056	19	156	23	132	493	197	7
miR-29c-5p	218	490	263	177	577	381	344	1684	591	671	1156	1423	1905	754	59
miR-200b-3p	164	113	2650	117	151	205	3489	701	49	405	90	90	1012	506	695
