Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-1179	2	NA	NA	1	NA	1	NA	NA	1	NA	1	1	1	NA	NA
miR-1180-3p	3	NA	NA	5	NA	4	NA	1	4	NA	12	16	7	4	1
miR-1185-1-3p	2	3	NA	NA	NA	NA	NA	2	NA	NA	1	1	NA	2	NA
miR-1185-2-3p	2	3	NA	NA	NA	NA	NA	2	NA	NA	1	1	NA	2	NA
miR-122-3p	2	NA	17	NA	NA	3	16	NA	NA	2	NA	NA	1	10	12
miR-122-5p	823	NA	6971	1004	NA	494	12362	NA	NA	348	NA	2	482	583	2118
miR-1224-3p	1	NA	NA	1	NA	1	NA	NA	1	NA	NA	2	NA	NA	NA
miR-1227-3p	1	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
miR-1237-3p	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-124-3p	532	NA	1	917	NA	929	NA	NA	960	296	7674	4875	576	868	NA
miR-124-5p	1	NA	NA	5	NA	NA	NA	NA	4	NA	4	2	3	NA	NA
miR-1247-3p	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-1247-5p	4	2	NA	NA	NA	NA	NA	5	NA	NA	NA	NA	NA	2	NA
miR-1248	2	2	2	1	NA	NA	3	NA	NA	NA	NA	7	2	NA	1
miR-125a-3p	3	2	NA	3	3	NA	NA	3	NA	NA	1	NA	4	1	NA
miR-125a-5p	589	327	90	473	199	212	128	406	519	288	1258	555	709	313	18
miR-125b-1-3p	2	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	NA	NA
miR-125b-5p	618	217	422	1242	190	423	743	278	2150	677	4040	2413	1186	498	139
miR-126-3p	1008	1033	577	390	388	148	676	1268	97	347	388	296	467	283	90
miR-126-5p	136	189	110	141	152	128	163	244	39	91	115	107	197	229	21
miR-127-3p	10	5	1	13	1	3	1	5	2	5	33	9	3	4	NA
miR-127-5p	3	1	NA	5	1	1	NA	4	NA	1	2	1	3	6	NA
miR-1273g-3p	1	NA	3	2	NA	3	4	1	NA	NA	5	1	1	NA	9
miR-128-3p	110	2	11	339	2	104	7	3	76	103	1025	969	70	99	2
miR-1283	32	32	NA	31	54	3	NA	57	NA	30	NA	NA	7	28	NA
miR-1287-5p	1	NA	NA	1	1	NA	2	2	1	1	1	2	NA	NA	NA
miR-129-1-3p	15	NA	NA	26	NA	22	NA	NA	32	6	97	95	21	13	NA
miR-129-2-3p	15	NA	NA	26	NA	22	NA	NA	32	6	97	95	21	13	NA
miR-129-5p	4	NA	NA	8	NA	4	NA	NA	3	1	22	14	4	5	NA
miR-1301-3p	2	2	NA	1	1	3	NA	2	1	1	15	3	2	1	NA
miR-1303	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
miR-1307-3p	2	NA	1	2	2	NA	4	3	2	3	5	1	1	1	NA
miR-1307-5p	4	3	8	4	4	7	9	2	5	2	23	31	6	9	3
miR-130a-3p	101	100	21	19	35	47	29	80	4	21	54	27	36	45	9
miR-130b-3p	9	5	8	6	6	2	10	11	1	NA	7	3	5	6	NA
miR-130b-5p	3	1	2	2	2	1	4	6	2	1	2	2	4	2	1
miR-132-3p	7	1	NA	12	1	14	1	2	9	5	23	20	10	6	NA
miR-1323	52	69	NA	60	178	59	NA	118	NA	68	NA	NA	19	155	NA
miR-133a-3p	3	1	NA	3	2	2	2	6	NA	1	2	4	4	2	NA
miR-133b	3	1	NA	3	2	2	2	6	NA	1	2	4	4	2	NA
miR-134-5p	3	8	NA	7	3	8	1	3	4	5	14	14	3	8	NA
miR-135a-5p	45	39	1	87	34	46	2	35	27	39	191	151	54	33	NA
miR-135b-3p	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-135b-5p	48	39	1	85	35	45	2	36	27	40	197	149	53	34	NA
miR-136-3p	4	11	2	10	7	3	NA	9	2	7	7	4	3	9	NA
miR-136-5p	20	39	2	26	52	31	1	57	11	28	25	20	29	82	1
miR-137	3	1	NA	9	1	22	NA	NA	5	2	13	19	8	4	NA
miR-138-1-3p	3	NA	NA	4	1	3	NA	1	2	2	8	4	3	3	NA
miR-138-2-3p	2	NA	NA	1	NA	NA	NA	NA	1	NA	7	NA	2	1	NA
miR-138-5p	71	4	NA	86	3	75	3	2	81	23	294	310	96	39	NA
miR-139-5p	80	13	53	166	13	73	83	25	157	64	487	290	132	39	20
miR-140-3p	66	50	36	63	38	48	53	77	51	25	192	212	80	52	12
miR-140-5p	1	8	2	4	1	2	1	3	2	2	3	8	NA	3	NA
miR-141-3p	25	50	1	9	41	21	5	60	NA	13	1	NA	7	34	3
miR-141-5p	1	NA	NA	NA	1	NA	NA	2	NA	1	NA	NA	NA	NA	NA
miR-142-3p	55	75	32	15	38	8	64	97	NA	16	11	6	11	22	11
miR-142-5p	1	1	1	NA	3	NA	2	2	NA	2	1	1	1	NA	1
miR-143-3p	516	816	130	260	368	88	169	1000	28	267	137	92	100	224	24
miR-143-5p	5	16	1	1	2	3	1	14	NA	3	2	2	NA	3	NA
miR-144-3p	3	7	NA	6	16	13	NA	10	1	7	1	8	5	33	NA
miR-144-5p	64	64	2	18	34	10	NA	92	6	33	7	4	15	27	NA
miR-145-3p	3	2	2	4	2	1	6	3	1	2	1	1	2	3	1
miR-145-5p	730	637	171	240	279	137	445	663	35	182	207	132	145	266	45
miR-146a-3p	5	6	35	7	1	5	42	8	1	NA	5	4	1	2	16
miR-146a-5p	57	20	163	54	15	23	282	28	11	21	47	39	44	33	53
miR-146b-5p	57	19	163	55	15	23	282	28	11	21	47	39	44	33	53
miR-148a-3p	70	21	255	56	10	19	321	52	NA	22	NA	NA	29	36	52
miR-148b-3p	104	51	270	79	41	25	354	101	1	43	23	11	52	48	61
miR-148b-5p	4	1	1	1	2	1	NA	1	NA	NA	NA	1	NA	NA	NA
miR-149-5p	61	16	NA	45	20	53	2	17	39	13	170	84	60	49	NA
miR-150-5p	16	11	19	17	3	10	38	8	28	10	27	30	23	20	3
miR-151a-3p	10	8	7	7	2	1	11	5	2	5	12	3	5	3	NA
miR-151a-5p	132	95	68	149	88	104	108	102	205	105	418	402	137	122	26
miR-152-3p	38	31	37	26	31	9	47	52	1	22	25	11	23	15	10
miR-152-5p	3	1	1	1	2	1	NA	1	NA	NA	NA	1	NA	NA	NA
miR-153-3p	1	NA	NA	2	NA	NA	NA	NA	1	1	5	10	1	NA	NA
miR-154-3p	1	5	NA	1	3	NA	NA	8	3	4	9	12	1	4	NA
miR-154-5p	4	6	NA	4	5	5	NA	5	1	3	2	9	NA	5	NA
miR-15a-5p	60	70	58	92	58	85	94	129	43	51	224	197	57	145	25
miR-15b-3p	1	1	NA	NA	1	NA	NA	2	NA	NA	NA	1	NA	NA	NA
miR-15b-5p	60	71	57	92	59	85	93	130	43	50	222	195	57	144	25
miR-16-2-3p	1	1	1	1	3	1	1	3	NA	2	1	1	2	2	NA
miR-16-5p	1032	672	453	578	249	222	736	1314	185	146	1236	618	677	244	80
miR-17-3p	4	5	7	7	4	2	17	4	1	1	6	5	3	7	5
miR-17-5p	105	121	153	122	162	181	233	173	22	36	151	154	142	238	94
miR-181a-2-3p	6	3	1	5	2	7	NA	2	1	1	9	2	2	7	NA
miR-181a-3p	3	NA	NA	2	1	2	NA	NA	2	3	4	9	2	3	NA
miR-181a-5p	168	149	11	237	88	144	9	140	164	119	701	614	91	119	2
miR-181b-5p	179	158	13	278	95	176	14	142	177	133	823	696	121	129	5
miR-181c-3p	3	NA	NA	2	1	2	NA	NA	2	3	4	8	2	3	NA
miR-181c-5p	1	1	NA	5	1	9	NA	NA	5	2	20	15	1	5	1
miR-181d-5p	27	13	2	60	13	41	5	15	27	24	165	133	35	20	3
miR-182-5p	2	5	NA	2	2	2	NA	5	NA	2	1	1	2	3	NA
miR-183-5p	2	NA	NA	1	NA	NA	1	2	NA	2	NA	NA	1	1	1
miR-184	4	6	NA	2	2	1	NA	4	NA	1	2	NA	2	1	NA
miR-185-5p	8	35	6	23	7	14	15	23	4	5	44	38	11	7	3
miR-186-5p	1	5	6	9	9	19	NA	4	2	NA	6	18	5	10	4
miR-18a-5p	15	9	11	8	11	12	7	15	1	NA	14	10	15	15	1
miR-18b-5p	15	9	11	8	11	12	7	15	1	NA	14	10	15	15	1
miR-190a-5p	2	NA	1	3	1	4	NA	NA	3	1	1	8	2	3	NA
miR-191-5p	195	168	90	99	55	107	283	145	148	98	177	321	161	211	26
miR-192-3p	2	NA	5	2	NA	1	10	NA	NA	NA	1	1	2	3	2
miR-192-5p	105	6	436	60	NA	37	562	4	11	50	13	8	75	45	62
miR-193a-3p	14	12	10	5	7	10	20	20	2	3	6	3	5	20	9
miR-193a-5p	3	6	6	2	4	6	20	6	2	NA	3	4	6	8	3
miR-193b-3p	18	13	10	5	7	11	22	22	2	4	6	3	6	20	9
miR-194-3p	2	NA	1	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-194-5p	73	16	359	51	2	15	652	5	3	25	18	15	58	11	55
miR-195-3p	1	1	NA	1	NA	NA	1	NA	NA	NA	1	NA	NA	NA	NA
miR-195-5p	925	561	431	512	204	196	658	1106	168	127	1136	556	598	195	68
miR-196a-5p	7	6	NA	1	3	2	NA	11	NA	NA	NA	1	9	1	NA
miR-196b-5p	7	6	NA	1	3	2	NA	11	NA	NA	NA	1	9	1	NA
miR-197-3p	20	6	4	14	1	26	5	7	24	3	56	37	34	11	1
miR-199a-3p	104	129	71	77	135	30	93	195	NA	88	13	8	46	139	26
miR-199a-5p	46	63	43	23	30	13	48	97	2	18	3	3	21	48	11
miR-199b-3p	103	129	71	77	135	30	93	195	NA	88	13	8	46	139	26
miR-199b-5p	16	23	1	14	33	5	2	30	NA	8	NA	NA	2	30	NA
miR-19a-3p	148	149	127	84	18	50	268	102	25	14	210	74	60	109	12
miR-19b-3p	155	153	136	86	19	55	274	103	28	16	211	75	61	115	17
miR-200a-3p	25	49	1	9	41	21	5	58	NA	13	1	NA	6	33	3
miR-200b-3p	151	214	10	68	164	42	15	330	2	59	1	NA	80	123	7
miR-200c-3p	163	228	9	76	173	43	14	350	1	63	1	NA	85	129	7
miR-203a	30	37	8	10	23	11	18	51	2	14	6	6	12	25	8
miR-204-3p	3	NA	NA	NA	NA	2	NA	NA	NA	NA	9	2	4	1	NA
miR-204-5p	65	6	9	113	7	144	13	5	133	28	477	420	153	105	3
miR-205-5p	19	31	NA	24	76	59	NA	30	NA	13	NA	NA	12	71	NA
miR-206	1	NA	NA	1	NA	4	NA	NA	1	NA	8	7	NA	NA	NA
miR-20a-3p	1	NA	2	NA	NA	NA	7	3	NA	1	2	NA	NA	NA	1
miR-20a-5p	28	34	92	55	89	131	106	50	8	16	67	75	61	154	70
miR-20b-5p	8	4	NA	5	7	2	NA	9	2	3	6	NA	5	6	NA
miR-21-5p	685	1234	904	461	664	315	1145	997	25	527	119	128	229	551	325
miR-210-3p	2	NA	1	NA	3	NA	1	NA	NA	NA	1	5	NA	2	NA
miR-211-5p	65	6	9	110	7	143	13	5	132	28	471	416	153	103	3
miR-2110	3	NA	NA	2	NA	NA	NA	NA	NA	NA	NA	1	1	1	NA
miR-2116-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-212-3p	1	NA	NA	1	NA	4	1	NA	NA	NA	6	5	2	NA	NA
miR-214-3p	60	62	44	34	35	20	64	90	2	19	3	3	23	34	12
miR-214-5p	3	3	2	NA	2	6	5	5	NA	4	NA	NA	2	2	1
miR-215-5p	105	6	436	60	NA	37	562	4	11	50	13	8	75	45	62
miR-218-2-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA	NA	NA
miR-218-5p	56	30	4	109	13	70	3	29	262	58	397	324	187	77	2
miR-219a-2-3p	19	NA	NA	37	NA	23	NA	NA	76	6	125	117	31	24	NA
miR-22-3p	10	10	16	13	11	13	42	14	4	11	11	10	4	25	30
miR-22-5p	1	5	5	4	7	10	2	2	1	5	8	14	3	9	6
miR-221-3p	150	183	12	99	94	31	20	206	16	89	98	79	40	74	3
miR-221-5p	1	1	NA	1	2	NA	2	2	NA	1	NA	NA	NA	1	NA
miR-222-3p	69	51	4	24	34	12	8	95	10	34	60	47	31	32	3
miR-223-3p	70	53	54	36	89	55	147	66	30	75	43	63	59	88	25
miR-224-3p	6	3	NA	3	5	1	NA	7	NA	2	NA	NA	1	2	NA
miR-224-5p	20	25	1	19	20	6	7	20	NA	8	NA	NA	6	22	6
miR-23a-3p	667	614	175	442	586	291	430	518	265	431	567	336	464	513	91
miR-23a-5p	1	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA	NA	NA	NA
miR-23b-3p	667	605	169	440	584	286	425	515	262	426	564	337	460	509	89
miR-23c	4	NA	NA	3	1	1	4	2	1	NA	1	4	1	1	1
miR-24-1-5p	1	2	NA	1	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA
miR-24-2-5p	8	2	NA	3	4	NA	2	6	NA	3	1	NA	1	NA	NA
miR-24-3p	681	978	243	352	515	282	421	963	55	396	321	295	232	557	111
miR-25-3p	3	1	4	3	1	NA	2	4	NA	2	4	3	NA	3	1
miR-26a-5p	1343	743	525	886	423	286	1483	1096	465	343	3248	1703	1230	648	121
miR-26b-3p	2	1	1	1	NA	NA	NA	NA	NA	1	3	1	2	3	1
miR-26b-5p	1273	708	492	824	399	274	1432	1040	423	316	3061	1559	1096	613	110
miR-27a-3p	247	428	136	200	457	195	141	517	43	236	96	98	199	506	48
miR-27a-5p	2	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-27b-3p	246	428	136	200	457	195	142	517	43	236	96	98	198	506	48
miR-28-3p	7	10	8	3	4	2	17	10	NA	5	5	4	9	6	2
miR-28-5p	35	18	33	50	32	40	46	35	56	32	117	137	38	51	12
miR-299-5p	7	5	NA	10	7	11	1	9	6	8	32	33	6	9	NA
miR-29a-3p	103	105	77	324	185	450	86	121	207	179	840	1134	145	402	85
miR-29b-1-5p	2	NA	1	NA	NA	4	NA	1	NA	NA	4	3	NA	2	1
miR-29b-2-5p	1	1	2	2	1	5	1	1	1	NA	8	10	NA	3	NA
miR-29b-3p	158	127	85	289	187	596	101	237	234	156	756	1099	280	565	58
miR-29c-3p	254	226	158	599	367	1032	179	352	433	322	1536	2192	422	950	139
miR-29c-5p	13	6	12	25	3	17	13	11	15	12	65	54	16	20	11
miR-300	16	10	5	21	12	3	2	23	7	5	61	20	5	8	1
miR-301a-3p	3	4	NA	3	2	NA	NA	2	5	4	12	9	6	3	NA
miR-301b	3	4	NA	3	2	NA	NA	2	4	4	11	9	6	3	NA
miR-3065-5p	1	5	1	2	1	NA	4	2	NA	NA	1	2	1	2	NA
miR-30a-3p	5	3	5	6	7	4	6	7	3	4	5	6	9	19	2
miR-30a-5p	476	550	322	621	765	607	492	803	176	539	907	883	408	999	167
miR-30b-3p	1	1	NA	NA	1	NA	2	3	NA	1	2	NA	1	2	NA
miR-30b-5p	648	826	505	683	629	240	809	1004	274	586	1018	772	606	649	171
miR-30c-5p	648	826	505	683	628	240	810	1005	275	586	1019	774	603	649	171
miR-30d-5p	431	522	286	566	736	585	435	759	168	509	816	781	364	940	143
miR-30e-3p	5	3	4	6	7	4	6	7	3	4	5	6	9	19	2
miR-30e-5p	39	19	34	49	21	20	52	27	6	24	80	81	38	45	19
miR-31-5p	26	8	NA	40	8	13	3	25	15	15	96	62	25	17	NA
miR-32-3p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-32-5p	2	2	4	4	5	NA	8	11	NA	5	8	4	6	3	1
miR-3200-3p	1	NA	NA	3	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-320a	114	93	29	76	84	79	45	99	6	17	99	74	88	71	9
miR-320b	17	14	4	10	10	6	7	16	2	NA	14	5	13	8	2
miR-320c	100	87	26	69	79	75	39	88	4	17	92	70	77	64	7
miR-323a-3p	17	2	NA	13	1	17	NA	3	18	8	72	54	12	16	NA
miR-324-3p	5	1	NA	8	2	5	1	6	1	1	8	11	1	6	1
miR-324-5p	14	4	3	13	10	14	5	19	7	2	53	13	17	10	NA
miR-326	4	NA	NA	1	NA	2	3	1	4	2	23	11	1	6	NA
miR-329-3p	24	3	1	22	6	9	NA	6	15	9	70	49	11	11	NA
miR-330-3p	6	1	NA	6	NA	6	NA	1	9	1	21	11	8	3	NA
miR-330-5p	1	NA	NA	6	NA	1	NA	NA	1	1	4	2	3	3	NA
miR-331-3p	2	NA	NA	5	NA	NA	1	6	4	2	7	4	3	1	NA
miR-335-3p	6	3	NA	6	1	3	NA	4	1	2	4	NA	2	8	NA
miR-335-5p	202	287	33	140	244	55	53	393	18	120	73	63	136	209	9
miR-337-3p	6	12	1	5	4	2	1	11	NA	9	1	NA	NA	7	1
miR-337-5p	7	10	1	2	2	NA	1	16	NA	6	2	1	3	3	NA
miR-338-3p	16	NA	NA	59	NA	74	NA	1	51	24	180	280	17	40	2
miR-338-5p	16	NA	NA	7	NA	6	NA	NA	1	3	33	31	15	6	NA
miR-339-5p	5	4	2	2	8	6	6	2	1	1	4	10	3	8	1
miR-33a-3p	2	NA	NA	NA	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA
miR-340-5p	5	NA	4	20	2	27	13	2	5	3	49	67	2	16	8
miR-342-3p	187	50	49	134	13	89	100	82	216	74	644	385	287	66	12
miR-342-5p	3	1	NA	3	3	NA	NA	2	NA	NA	6	5	5	NA	NA
miR-345-5p	5	1	1	2	1	1	11	1	1	NA	4	5	3	1	NA
miR-34a-5p	51	39	52	56	25	49	69	57	26	16	72	89	44	64	23
miR-34b-3p	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	1	2	NA	1
miR-34b-5p	13	10	NA	5	5	5	3	8	3	4	18	12	13	12	NA
miR-34c-5p	12	10	NA	5	4	6	NA	9	3	4	18	10	9	12	NA
miR-3529-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3591-5p	1	NA	8	4	NA	2	14	NA	NA	2	NA	NA	NA	1	5
miR-3605-3p	1	1	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-3607-3p	61	19	181	52	29	51	271	26	NA	6	71	41	25	18	67
miR-3607-5p	65	27	211	64	33	51	316	33	NA	5	79	49	30	20	82
miR-3609	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-361-3p	3	3	5	5	3	7	16	2	4	4	23	25	4	3	1
miR-361-5p	4	1	2	7	11	17	4	6	7	12	36	40	5	29	4
miR-362-3p	1	3	NA	1	2	NA	NA	NA	NA	1	1	NA	NA	2	1
miR-363-3p	1	1	NA	1	1	1	NA	1	NA	NA	2	1	NA	1	NA
miR-365a-3p	16	10	34	23	29	39	51	21	3	7	17	10	9	47	37
miR-365b-3p	16	10	34	23	29	39	51	21	3	7	17	10	9	47	37
miR-3687	2	NA	NA	NA	NA	NA	1	1	1	NA	NA	NA	NA	NA	NA
miR-3688-3p	1	2	1	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-369-3p	4	7	NA	4	10	2	NA	5	NA	10	3	8	NA	3	NA
miR-369-5p	1	4	NA	5	1	NA	1	2	2	3	4	6	2	2	NA
miR-370-3p	1	NA	NA	1	NA	2	NA	2	2	NA	7	3	1	NA	NA
miR-372-3p	10	2	NA	2	4	2	NA	4	NA	1	NA	NA	3	4	NA
miR-373-3p	4	6	NA	3	7	2	NA	4	NA	NA	NA	NA	1	3	NA
miR-373-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-374a-5p	9	13	2	18	6	4	15	22	2	10	22	12	9	4	3
miR-374b-5p	47	44	18	69	28	17	42	64	38	39	140	94	40	31	8
miR-374c-5p	37	31	16	51	22	13	26	40	35	28	117	80	31	26	5
miR-376a-2-5p	1	NA	1	1	NA	1	NA	3	1	NA	1	NA	NA	NA	NA
miR-376a-3p	392	432	29	190	281	223	31	595	74	159	219	196	246	364	11
miR-376a-5p	14	20	NA	19	6	5	1	24	2	5	22	7	7	9	NA
miR-376b-3p	24	43	3	18	32	31	5	43	9	14	16	16	19	28	1
miR-376b-5p	5	4	NA	1	8	2	NA	7	NA	2	3	2	2	3	NA
miR-376c-3p	374	394	26	175	250	193	26	562	65	147	209	180	228	338	10
miR-376c-5p	3	1	NA	1	6	1	NA	6	NA	NA	2	2	1	2	NA
miR-377-3p	4	2	NA	NA	1	NA	NA	2	1	2	2	1	NA	NA	NA
miR-377-5p	1	1	NA	NA	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA
miR-378a-3p	97	31	151	49	20	40	202	35	3	11	44	32	52	41	53
miR-378c	22	8	38	12	7	13	50	7	NA	2	11	13	19	15	8
miR-378d	75	25	113	37	13	27	150	28	3	9	32	19	33	25	45
miR-378g	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA
miR-379-5p	59	52	2	28	15	10	5	79	5	10	57	31	9	20	NA
miR-380-3p	2	5	NA	NA	1	NA	NA	3	1	7	6	3	4	NA	NA
miR-381-3p	16	10	5	22	12	3	2	23	7	6	62	21	5	8	1
miR-381-5p	1	NA	NA	NA	NA	NA	NA	1	NA	NA	6	NA	NA	NA	NA
miR-382-5p	14	11	NA	11	8	11	NA	12	2	5	42	12	5	7	1
miR-383-5p	2	NA	NA	3	NA	NA	1	NA	4	2	7	13	2	1	NA
miR-3960	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-409-3p	4	3	NA	5	3	2	NA	4	2	2	8	7	6	2	NA
miR-410-3p	2	2	NA	2	2	1	NA	9	3	8	5	1	NA	4	NA
miR-411-5p	7	11	1	12	8	3	1	9	4	1	14	9	5	12	NA
miR-421	6	3	4	4	1	1	3	3	6	2	16	14	5	1	NA
miR-423-3p	8	5	5	12	5	17	5	11	8	4	41	36	4	10	5
miR-423-5p	6	5	5	10	2	7	5	13	NA	2	19	7	2	8	1
miR-424-3p	10	5	NA	4	2	3	NA	11	NA	1	NA	NA	4	2	NA
miR-424-5p	151	317	15	104	511	135	12	291	NA	171	1	13	34	693	11
miR-425-3p	2	NA	NA	2	NA	1	1	NA	NA	1	5	2	2	1	NA
miR-425-5p	29	17	11	16	14	7	17	20	6	6	43	40	31	21	4
miR-4301	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-431-5p	2	10	NA	2	5	NA	NA	8	NA	2	NA	NA	2	3	NA
miR-432-5p	5	5	NA	5	6	2	1	3	1	3	5	9	6	3	NA
miR-4324	40	11	27	75	10	26	47	23	112	50	256	153	67	37	8
miR-433-3p	11	7	NA	10	1	4	NA	9	1	5	25	17	2	5	NA
miR-4429	1	4	1	3	3	2	1	3	NA	NA	5	1	2	1	NA
miR-4454	1	1	6	5	1	3	3	NA	3	2	17	8	2	1	4
miR-4459	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-4485	1	NA	NA	1	NA	NA	NA	NA	NA	1	2	1	2	1	1
miR-449a	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	2	2	1	NA
miR-449b-5p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	2	2	2	NA
miR-451a	850	1048	28	534	1032	598	54	1230	39	767	378	261	350	1209	21
miR-452-5p	1	NA	1	1	3	2	NA	5	NA	NA	NA	NA	1	1	NA
miR-4524a-5p	1	NA	1	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA
miR-454-3p	20	4	4	4	8	3	4	15	4	10	21	21	12	4	NA
miR-455-3p	139	66	94	67	8	25	169	114	33	48	118	88	50	50	22
miR-483-3p	15	16	1	9	22	15	3	22	NA	10	NA	NA	9	31	2
miR-483-5p	7	13	1	1	6	3	NA	8	NA	NA	NA	NA	4	6	NA
miR-484	53	33	24	46	12	33	38	38	10	17	92	50	21	16	4
miR-485-3p	10	6	1	10	3	1	NA	7	2	4	24	9	8	5	NA
miR-485-5p	1	NA	NA	NA	NA	NA	NA	NA	1	1	4	4	NA	NA	NA
miR-486-5p	42	42	2	17	25	9	1	25	15	23	30	14	32	11	NA
miR-487a-3p	3	4	NA	2	1	3	NA	2	NA	1	7	2	3	5	NA
miR-487a-5p	2	1	1	1	1	1	NA	NA	NA	3	5	3	NA	1	NA
miR-487b-3p	13	18	1	11	11	10	2	10	12	14	39	53	7	15	NA
miR-488-3p	1	NA	NA	NA	NA	1	NA	NA	1	1	4	1	1	NA	NA
miR-488-5p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-489-3p	1	1	NA	1	1	1	NA	2	NA	1	NA	1	1	1	NA
miR-491-5p	1	2	NA	NA	NA	NA	NA	NA	1	1	3	3	NA	NA	NA
miR-493-3p	9	8	NA	1	3	1	1	19	1	NA	NA	NA	NA	1	NA
miR-493-5p	7	17	1	22	18	4	1	13	NA	6	1	2	3	8	NA
miR-494-3p	18	28	4	11	7	7	7	30	1	10	19	22	9	8	2
miR-495-3p	13	26	1	36	32	10	2	51	8	18	46	57	8	38	NA
miR-497-5p	7	7	20	37	9	26	26	9	14	11	83	82	15	26	3
miR-498	4	4	NA	5	5	1	NA	6	NA	2	NA	NA	1	8	NA
miR-500a-3p	6	2	3	NA	4	2	4	2	NA	2	4	1	1	NA	1
