Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-1178	181.01	48.86	31.48	41.75	121.99	67.14	26.96	63.1	17.33	8.38	4.61	7.45	54.59	54.02	41.88
miR-1179	238.6	56.5	35.18	35.07	77.63	42.73	40.44	21.63	15.16	6.63	5.31	2.59	83.32	76.76	36.96
miR-1180	937.94	44.28	44.44	377.4	210.72	912.54	31.45	90.14	596.48	84.5	332.66	243.93	474.05	210.38	34.49
miR-1181	115.19	22.9	20.37	18.37	70.24	48.83	23.96	28.85	16.61	4.19	6.02	5.51	45.97	28.43	32.03
miR-1182	57.59	22.9	18.52	16.7	40.66	39.68	14.98	27.04	10.11	5.24	8.15	4.21	20.11	17.06	17.25
miR-1183	304.42	59.55	81.47	56.78	62.85	57.99	34.45	32.45	22.39	10.13	9.92	7.13	114.92	96.66	76.38
miR-1184	123.41	27.49	24.07	15.03	59.15	54.94	26.96	34.25	18.05	7.33	5.31	6.16	60.33	42.64	32.03
miR-1185-5p	131.64	51.92	31.48	30.06	55.45	39.68	29.95	54.09	10.83	9.43	3.54	6.16	71.83	42.64	27.1
miR-1193	139.87	18.32	20.37	26.72	99.81	42.73	28.46	39.66	14.44	7.33	8.15	4.21	51.71	65.39	39.42
miR-1197	106.96	39.7	42.59	45.09	66.54	33.57	32.95	43.27	17.33	6.63	7.44	4.86	43.1	56.86	56.67
miR-1200	189.23	35.12	64.8	36.74	59.15	30.52	35.95	63.1	19.5	7.68	4.25	5.83	68.95	76.76	46.81
miR-1202	205.69	38.17	33.33	46.76	114.6	70.2	41.94	73.92	29.61	13.62	12.75	6.48	83.32	68.23	29.56
miR-1203	65.82	9.16	38.88	15.03	18.48	24.42	17.97	30.65	16.61	5.59	8.15	2.27	43.1	31.27	27.1
miR-1204	213.92	22.9	40.73	46.76	62.85	61.04	20.97	45.07	22.39	8.73	9.92	5.51	51.71	39.8	34.49
miR-1205	296.19	50.39	55.55	41.75	51.75	27.47	25.46	34.25	23.83	5.59	6.38	6.48	94.81	65.39	59.13
miR-1206	156.32	24.43	25.92	18.37	66.54	24.42	19.47	32.45	12.28	11.17	6.73	6.48	34.48	42.64	36.96
miR-1207-3p	41.14	13.74	37.03	21.71	18.48	21.36	20.97	23.44	13	5.24	7.44	6.16	22.98	19.9	14.78
miR-1208	139.87	41.23	37.03	23.38	99.81	57.99	25.46	52.28	14.44	4.89	5.31	3.24	74.7	28.43	24.64
miR-122-5p	46329.17	15.27	23955.57	7205.69	40.66	16852.93	13040.73	25.24	10.11	1699	6.38	5.18	14077.82	10353.92	42083.25
miR-1224-3p	32.91	1.53	24.07	16.7	18.48	15.26	11.98	12.62	7.94	2.79	4.61	3.89	22.98	36.96	4.93
miR-1224-5p	106.96	21.38	48.14	16.7	70.24	61.04	44.93	30.65	21.66	14.66	10.98	7.77	57.46	36.96	29.56
miR-1225-3p	197.46	33.59	37.03	35.07	88.72	73.25	25.46	37.86	7.94	8.03	7.79	3.56	51.71	31.27	36.96
miR-1225-5p	197.46	29.01	31.48	20.04	44.36	57.99	35.95	32.45	23.11	8.03	6.73	5.83	71.83	34.12	24.64
miR-1226-3p	386.69	44.28	49.99	45.09	92.42	61.04	44.93	55.89	23.11	9.43	15.94	11.01	100.56	59.7	39.42
miR-1227	123.41	12.22	12.96	15.03	29.57	27.47	20.97	16.23	10.11	5.24	2.48	3.89	34.48	34.12	29.56
miR-1228-3p	156.32	45.81	33.33	40.08	133.08	54.94	20.97	46.87	17.33	5.24	4.96	3.56	71.83	59.7	39.42
miR-1229	65.82	22.9	29.63	20.04	22.18	33.57	14.98	25.24	11.55	5.94	3.54	4.54	28.73	31.27	17.25
miR-1231	115.19	38.17	29.63	20.04	92.42	21.36	37.44	45.07	22.39	4.54	6.02	4.21	51.71	42.64	39.42
miR-1233	255.05	71.77	51.84	43.42	81.33	79.35	65.9	55.89	24.55	12.57	11.69	11.99	126.41	51.17	51.74
miR-1234	156.32	25.96	24.07	28.39	66.54	48.83	37.44	28.85	26.72	12.57	19.48	13.28	54.59	39.8	22.17
miR-1236	98.73	15.27	29.63	21.71	44.36	18.31	11.98	28.85	14.44	2.44	6.38	4.21	48.84	34.12	34.49
miR-1237	90.5	13.74	27.77	26.72	25.88	42.73	17.97	39.66	15.16	4.89	13.82	5.18	51.71	65.39	32.03
miR-1238	238.6	42.75	42.59	33.4	73.94	39.68	38.94	36.06	18.78	8.38	9.57	3.89	112.05	42.64	68.98
miR-124-3p	7659.82	45.81	33.33	2835.52	107.21	6979.83	16.48	36.06	2347.65	627.44	3080.02	2547.54	4194.62	1199.71	34.49
miR-1243	115.19	12.22	14.81	13.36	62.85	36.62	8.99	23.44	18.05	7.33	4.96	3.24	54.59	48.33	19.71
miR-1244	189.23	22.9	20.37	26.72	125.69	57.99	22.47	46.87	20.22	9.43	5.31	3.24	43.1	48.33	41.88
miR-1245a	90.5	13.74	24.07	15.03	96.12	42.73	16.48	18.03	10.83	5.59	3.9	2.92	51.71	25.59	22.17
miR-1245b-3p	139.87	25.96	33.33	36.74	48.06	48.83	25.46	28.85	17.33	9.78	6.73	8.1	54.59	31.27	46.81
miR-1245b-5p	255.05	50.39	44.44	40.08	70.24	42.73	41.94	36.06	21.66	6.98	6.02	5.83	100.56	51.17	32.03
miR-1246	312.65	83.98	1.85	1.67	332.71	3.05	1.5	115.38	1	1	1	1	215.48	51.17	9.85
miR-1247-5p	106.96	45.81	31.48	25.05	114.6	54.94	29.95	64.9	15.16	24.09	12.4	7.45	57.46	25.59	36.96
miR-1248	271.51	56.5	48.14	28.39	62.85	21.36	26.96	34.25	16.61	5.59	6.73	4.54	74.7	48.33	46.81
miR-1249	90.5	12.22	16.66	15.03	29.57	36.62	22.47	21.63	18.05	3.49	19.48	9.72	74.7	34.12	22.17
miR-1250	90.5	19.85	29.63	28.39	66.54	45.78	26.96	37.86	19.5	7.33	7.44	5.83	40.22	54.02	19.71
miR-1251	263.28	42.75	49.99	31.73	44.36	30.52	29.95	28.85	19.5	4.89	7.44	4.54	80.44	45.49	29.56
miR-1252	181.01	45.81	51.84	33.4	92.42	88.51	37.44	46.87	20.22	10.82	13.46	5.51	71.83	79.6	49.27
miR-1253	238.6	1.53	1.85	1.67	70.24	3.05	1.5	1.8	1	1	1	1	91.94	2.84	29.56
miR-1254	123.41	39.7	62.95	25.05	96.12	57.99	61.41	39.66	23.83	9.43	8.15	7.77	63.21	51.17	51.74
miR-1255a	213.92	21.38	24.07	16.7	114.6	76.3	37.44	48.68	24.55	6.98	6.73	6.8	31.6	54.02	19.71
miR-1255b-5p	271.51	38.17	38.88	26.72	77.63	54.94	43.43	36.06	12.28	6.28	6.38	5.18	74.7	31.27	32.03
miR-1256	98.73	25.96	22.22	20.04	70.24	30.52	7.49	25.24	11.55	4.54	4.96	4.86	22.98	31.27	19.71
miR-1257	353.78	39.7	35.18	35.07	73.94	64.09	34.45	50.48	18.78	4.89	6.02	3.24	83.32	39.8	51.74
miR-1258	164.55	33.59	49.99	40.08	51.75	30.52	46.43	25.24	15.16	8.03	6.38	4.21	91.94	62.54	44.35
miR-125a-3p	123.41	38.17	22.22	25.05	151.57	67.14	29.95	30.65	21.66	17.46	18.42	12.96	48.84	62.54	19.71
miR-125a-5p	5882.68	1093.3	146.27	1900.37	4129.29	3528.07	224.66	1393.62	2822.82	634.42	2166.36	1662.83	2987.95	1319.11	258.69
miR-125b-5p	50837.85	4043.39	3095.82	15607.05	25552.07	67997.69	3608.03	2107.56	6824.15	5002.04	8149.61	7348.8	28802.07	9867.78	5770.09
miR-126-3p	17063.88	8993.79	1568.28	3319.8	31640.65	7584.12	4458.74	36774.96	4872.95	4292.55	2485.55	1938.19	7541.69	4591.32	3818.81
miR-1260a	2122.7	623	77.77	180.35	1741.18	463.9	71.89	347.95	18.05	177.37	29.05	15.23	321.78	227.43	152.75
miR-1260b	131.64	35.12	16.66	25.05	62.85	54.94	26.96	37.86	23.11	9.78	28.7	14.9	80.44	39.8	19.71
miR-1261	49.37	16.8	16.66	20.04	55.45	12.21	13.48	25.24	10.83	6.28	6.38	6.16	22.98	25.59	9.85
miR-1262	57.59	27.49	24.07	16.7	33.27	15.26	13.48	39.66	18.05	7.68	10.27	7.45	34.48	31.27	22.17
miR-1263	82.28	10.69	20.37	8.35	29.57	36.62	10.48	19.83	7.22	4.89	4.25	3.24	14.37	8.53	44.35
miR-1264	197.46	42.75	27.77	30.06	125.69	82.4	32.95	48.68	20.94	9.43	6.73	7.13	80.44	79.6	36.96
miR-1265	115.19	38.17	18.52	31.73	107.21	51.88	25.46	43.27	18.05	4.89	6.02	3.56	71.83	54.02	34.49
miR-1266	74.05	25.96	18.52	21.71	77.63	39.68	16.48	30.65	12.28	5.24	8.5	5.51	48.84	56.86	14.78
miR-1267	238.6	27.49	31.48	23.38	59.15	24.42	26.96	23.44	12.28	6.28	7.09	5.18	40.22	39.8	41.88
miR-1268a	123.41	58.02	42.59	23.38	133.08	73.25	38.94	59.49	26.72	10.82	11.34	7.77	68.95	90.97	44.35
miR-1268b	189.23	36.65	24.07	30.06	107.21	51.88	25.46	27.04	11.55	4.89	4.61	4.21	63.21	36.96	32.03
miR-1269a	115.19	21.38	16.66	15.03	40.66	21.36	19.47	25.24	14.44	5.59	7.79	4.86	54.59	42.64	36.96
miR-1269b	139.87	36.65	27.77	18.37	62.85	39.68	16.48	41.47	13	8.03	6.38	5.51	40.22	22.74	29.56
miR-127-3p	2369.53	288.6	53.7	477.6	1774.45	1098.71	25.46	274.04	144.43	116.27	83.61	74.18	836.05	523.1	59.13
miR-127-5p	156.32	24.43	20.37	21.71	36.97	51.88	17.97	28.85	19.5	4.54	4.25	6.48	60.33	28.43	29.56
miR-1270	74.05	15.27	18.52	26.72	51.75	24.42	29.95	32.45	31.05	14.32	20.19	16.2	57.46	34.12	24.64
miR-1271-5p	131.64	21.38	25.92	25.05	55.45	42.73	26.96	25.24	11.55	6.63	9.92	5.18	54.59	42.64	36.96
miR-1272	230.37	38.17	38.88	31.73	77.63	54.94	35.95	43.27	13	9.08	10.98	3.89	66.08	54.02	46.81
miR-1273a	189.23	45.81	35.18	45.09	136.78	73.25	22.47	59.49	18.05	13.27	10.63	9.07	89.06	36.96	39.42
miR-1273c	41.14	9.16	20.37	21.71	29.57	12.21	16.48	30.65	17.33	10.13	10.98	9.07	14.37	31.27	22.17
miR-1273d	164.55	36.65	48.14	23.38	29.57	51.88	20.97	30.65	8.67	3.84	7.79	2.27	63.21	42.64	46.81
miR-1273e	49.37	7.63	11.11	6.68	14.79	15.26	13.48	16.23	6.5	3.49	3.54	2.92	20.11	19.9	12.32
miR-1273f	106.96	15.27	24.07	8.35	33.27	30.52	8.99	14.42	15.16	3.84	3.9	4.54	31.6	28.43	24.64
miR-1273g-5p	49.37	18.32	22.22	25.05	44.36	33.57	14.98	21.63	5.05	3.49	3.19	2.92	45.97	22.74	29.56
miR-1275	164.55	36.65	35.18	40.08	66.54	79.35	20.97	55.89	18.05	9.08	10.98	6.48	60.33	59.7	39.42
miR-1276	189.23	39.7	27.77	35.07	103.51	70.2	26.96	43.27	13.72	5.59	8.15	6.8	66.08	56.86	29.56
miR-1277-3p	139.87	27.49	40.73	28.39	66.54	61.04	41.94	43.27	18.78	9.08	4.61	6.48	51.71	65.39	44.35
miR-1278	65.82	19.85	25.92	16.7	44.36	24.42	17.97	36.06	20.22	3.14	6.02	4.21	48.84	34.12	22.17
miR-1279	172.78	47.34	25.92	31.73	114.6	36.62	22.47	43.27	13.72	8.38	7.79	4.21	60.33	62.54	32.03
miR-128	822.75	33.59	35.18	227.11	81.33	598.18	31.45	30.65	265.02	55.87	245.86	176.23	505.65	156.36	41.88
miR-1280	90.5	13.74	37.03	18.37	55.45	18.31	25.46	48.68	11.55	6.28	6.73	3.56	28.73	28.43	27.1
miR-1281	271.51	48.86	42.59	38.41	136.78	73.25	50.92	52.28	23.11	9.78	12.4	6.8	68.95	85.29	51.74
miR-1282	131.64	19.85	29.63	21.71	48.06	39.68	20.97	36.06	15.16	5.59	6.73	6.48	45.97	22.74	24.64
miR-1283	2657.49	548.18	1.85	1.67	3685.68	3.05	1.5	1.8	1	1	1	1	241.33	2.84	2.46
miR-1284	156.32	39.7	46.29	25.05	66.54	36.62	26.96	32.45	15.16	11.87	6.73	7.77	74.7	25.59	22.17
miR-1285-3p	8.23	7.63	20.37	8.35	3.7	39.68	14.98	1.8	20.94	9.78	11.34	7.45	43.1	25.59	19.71
miR-1286	477.2	56.5	79.62	41.75	77.63	85.45	40.44	66.71	33.22	9.78	9.92	8.42	166.64	108.03	54.2
miR-1287	32.91	18.32	25.92	10.02	48.06	54.94	23.96	37.86	40.44	8.03	21.26	14.58	54.59	39.8	44.35
miR-1288	197.46	24.43	29.63	25.05	62.85	45.78	26.96	46.87	15.89	3.84	5.31	3.24	74.7	51.17	29.56
miR-1289	74.05	13.74	25.92	16.7	36.97	30.52	14.98	25.24	7.22	3.14	2.83	2.27	22.98	34.12	19.71
miR-129-2-3p	1382.22	33.59	61.1	419.15	36.97	1043.77	26.96	54.09	493.22	94.62	610.05	387.44	827.43	235.96	46.81
miR-129-5p	345.56	24.43	25.92	93.52	59.15	231.95	16.48	16.23	71.49	24.79	81.48	63.49	178.13	82.44	29.56
miR-1290	255.05	45.81	31.48	25.05	59.15	45.78	26.96	43.27	20.22	11.87	9.92	7.45	94.81	34.12	54.2
miR-1291	156.32	19.85	31.48	28.39	70.24	30.52	17.97	34.25	11.55	7.68	9.57	5.51	37.35	19.9	14.78
miR-1292	74.05	12.22	35.18	16.7	18.48	18.31	14.98	27.04	14.44	6.98	5.31	3.89	17.24	11.37	27.1
miR-1293	106.96	29.01	27.77	35.07	62.85	51.88	29.95	48.68	20.22	8.03	8.86	6.48	71.83	42.64	36.96
miR-1294	123.41	25.96	37.03	23.38	73.94	42.73	20.97	36.06	11.55	7.33	4.96	5.51	37.35	65.39	51.74
miR-1295a	82.28	16.8	29.63	15.03	25.88	48.83	20.97	27.04	13.72	7.33	10.63	8.42	28.73	39.8	46.81
miR-1296	32.91	13.74	24.07	11.69	14.79	24.42	13.48	21.63	10.11	6.98	8.5	4.86	17.24	8.53	32.03
miR-1297	123.41	22.9	20.37	30.06	29.57	30.52	28.46	27.04	24.55	5.94	9.57	5.83	43.1	51.17	19.71
miR-1298	148.1	33.59	33.33	25.05	107.21	57.99	26.96	48.68	20.22	7.33	6.73	4.21	57.46	62.54	24.64
miR-1299	98.73	16.8	22.22	18.37	55.45	21.36	23.96	28.85	12.28	3.14	6.02	4.86	48.84	51.17	27.1
miR-1301	164.55	30.54	35.18	30.06	59.15	67.14	38.94	28.85	20.94	5.59	13.11	8.1	57.46	51.17	24.64
miR-1302	65.82	21.38	18.52	15.03	73.94	18.31	13.48	28.85	18.05	8.38	5.31	3.56	25.86	36.96	19.71
miR-1303	41.14	7.63	7.41	8.35	22.18	18.31	11.98	9.01	7.94	2.79	2.48	2.59	25.86	22.74	14.78
miR-1304-5p	65.82	18.32	27.77	18.37	51.75	24.42	23.96	45.07	12.28	6.63	8.5	5.18	43.1	39.8	17.25
miR-1305	222.14	47.34	44.44	28.39	66.54	51.88	40.44	32.45	20.94	9.08	8.15	5.83	112.05	56.86	39.42
miR-1306-3p	90.5	18.32	29.63	21.71	44.36	39.68	41.94	18.03	13.72	9.43	8.15	6.48	51.71	31.27	41.88
miR-1307-3p	98.73	19.85	31.48	23.38	59.15	21.36	26.96	32.45	15.16	6.98	11.34	9.72	51.71	31.27	34.49
miR-130a-3p	3455.56	1078.03	66.66	392.43	3212.49	762.99	115.33	1433.28	157.42	195.18	98.13	68.03	491.29	611.23	170
miR-130b-3p	205.69	48.86	27.77	51.77	199.63	94.61	34.45	54.09	16.61	10.13	6.02	4.86	83.32	36.96	76.38
miR-132-3p	1209.45	70.24	53.7	559.42	347.5	2136.37	77.88	198.32	2207.56	362.08	1123.39	946.26	818.81	341.15	93.62
miR-1321	312.65	44.28	46.29	23.38	107.21	82.4	46.43	66.71	16.61	8.38	10.63	4.86	74.7	54.02	51.74
miR-1322	131.64	22.9	35.18	20.04	33.27	51.88	37.44	23.44	26	4.89	11.69	8.1	54.59	51.17	36.96
miR-1323	28969.1	11814.08	55.55	2650.16	48405.5	6561.72	65.9	8289.6	31.05	2640.68	13.82	9.39	5188.68	4867.08	83.77
miR-1324	271.51	29.01	42.59	25.05	29.57	36.62	17.97	34.25	10.11	8.38	9.57	2.27	77.57	48.33	44.35
miR-133a	156.32	25.96	24.07	26.72	92.42	61.04	10.48	30.65	23.83	11.87	20.19	15.55	86.19	42.64	44.35
miR-133b	189.23	51.92	31.48	36.74	114.6	106.82	20.97	43.27	22.39	10.47	9.21	8.1	91.94	45.49	36.96
miR-134	189.23	25.96	25.92	25.05	136.78	39.68	17.97	52.28	13	9.08	6.73	2.59	80.44	42.64	32.03
miR-135a-5p	1176.54	67.19	27.77	217.09	240.29	567.66	23.96	39.66	75.1	26.89	63.06	53.13	422.33	199	24.64
miR-135b-5p	5783.95	1087.19	64.8	1115.51	6639.4	3351.05	47.93	609.37	444.11	282.47	280.58	206.68	1640.5	1191.18	64.06
miR-136-5p	1760.69	656.59	31.48	300.59	1911.23	524.94	47.93	924.87	230.36	168.99	204.77	174.93	769.97	392.32	44.35
miR-137	896.8	384.79	35.18	98.53	1475.01	280.78	22.47	466.94	39	111.38	24.8	24.3	117.79	173.42	34.49
miR-138-5p	106.96	18.32	27.77	16.7	18.48	33.57	19.47	21.63	15.16	7.33	9.21	6.8	48.84	54.02	27.1
miR-139-3p	296.19	45.81	42.59	53.44	55.45	125.13	37.44	28.85	31.77	10.13	19.13	20.08	109.17	62.54	39.42
miR-139-5p	106.96	16.8	20.37	28.39	48.06	51.88	23.96	37.86	56.33	10.47	25.51	17.17	48.84	62.54	22.17
miR-140-3p	172.78	39.7	25.92	46.76	166.35	88.51	26.96	57.69	28.16	13.27	16.3	18.14	80.44	42.64	59.13
miR-140-5p	962.62	180.18	75.91	148.62	532.33	387.6	79.38	176.68	125.65	81.35	124.35	107.88	281.56	170.58	96.09
miR-141-3p	1283.49	514.59	35.18	163.65	1951.89	387.6	31.45	616.58	10.83	140.36	8.15	4.86	267.19	272.92	27.1
miR-142-3p	8359.16	2838.62	870.24	1102.15	10162.42	2527.02	978.02	2076.91	250.58	815.98	238.78	184.65	1893.32	1557.92	1980.85
miR-142-5p	337.33	42.75	31.48	21.71	51.75	45.78	23.96	27.04	28.16	8.03	8.5	3.24	109.17	73.92	41.88
miR-143-3p	5981.41	2997.42	74.06	721.4	10746.51	2230.98	211.18	5123.76	70.77	752.78	30.11	1	1614.64	1225.3	386.81
miR-144-3p	6195.32	1636.9	79.62	502.65	5966.59	1007.15	52.42	892.42	23.83	147.69	6.02	1	781.46	960.91	179.85
miR-145-5p	3875.16	1372.74	272.18	561.09	5973.98	1757.93	429.85	1197.11	197.86	468.92	226.02	170.07	953.84	645.34	611.01
miR-1468	82.28	30.54	14.81	23.38	33.27	24.42	20.97	34.25	18.05	5.59	4.96	5.83	45.97	42.64	24.64
miR-1469	57.59	9.16	16.66	13.36	33.27	27.47	13.48	18.03	10.11	4.19	4.25	4.54	34.48	22.74	29.56
miR-146a-5p	279.74	53.44	49.99	35.07	229.2	79.35	32.95	54.09	23.83	13.97	13.11	8.42	74.7	59.7	68.98
miR-146b-3p	65.82	16.8	11.11	20.04	55.45	18.31	19.47	34.25	11.55	3.84	7.79	4.21	34.48	22.74	27.1
miR-146b-5p	123.41	35.12	29.63	18.37	66.54	73.25	29.95	25.24	10.83	5.94	4.96	5.51	68.95	28.43	59.13
miR-1470	156.32	35.12	38.88	13.36	103.51	61.04	32.95	46.87	15.89	8.03	8.15	4.86	48.84	59.7	22.17
miR-1471	139.87	48.86	14.81	18.37	66.54	54.94	20.97	48.68	18.78	9.08	7.79	2.27	89.06	51.17	54.2
miR-147a	57.59	10.69	24.07	13.36	33.27	33.57	17.97	18.03	13.72	3.14	4.61	2.92	40.22	22.74	24.64
miR-147b	98.73	29.01	38.88	38.41	114.6	42.73	32.95	21.63	18.78	10.47	10.98	6.48	89.06	59.7	27.1
miR-148a-3p	4722.6	564.97	1564.57	819.93	2103.46	1733.51	2321.48	472.35	36.11	438.54	25.15	19.76	1364.69	921.11	4097.21
miR-148b-3p	4689.69	1119.26	324.02	898.42	4724.47	1602.28	256.11	1328.72	487.44	324.02	275.62	192.1	1307.23	1023.45	455.79
miR-149-5p	666.43	74.82	40.73	207.07	207.02	430.33	32.95	77.52	287.41	64.59	238.07	195.02	356.26	181.95	51.74
miR-150-5p	1143.63	338.98	161.09	370.72	2044.31	1168.9	596.1	1289.05	1081.03	322.27	452.05	295.44	669.41	378.11	344.92
miR-151a-3p	477.2	96.2	51.84	100.2	269.86	213.64	65.9	82.93	51.27	37.71	77.23	67.71	241.33	122.25	155.22
miR-151a-5p	345.56	82.46	44.44	100.2	317.92	210.59	52.42	153.24	94.6	27.58	57.75	43.41	198.24	142.15	68.98
miR-151b	106.96	25.96	16.66	15.03	36.97	21.36	19.47	16.23	19.5	4.19	8.15	4.54	28.73	22.74	29.56
miR-152	436.06	112.99	57.4	76.82	587.79	207.53	94.36	180.29	25.27	48.88	18.78	9.07	103.43	102.35	56.67
miR-153	246.83	54.97	51.84	38.41	62.85	57.99	28.46	32.45	25.27	5.59	16.3	7.45	80.44	34.12	49.27
miR-1537	82.28	16.8	18.52	18.37	25.88	36.62	16.48	27.04	11.55	8.03	5.67	4.21	51.71	22.74	22.17
miR-1538	115.19	19.85	22.22	18.37	29.57	18.31	26.96	25.24	19.5	4.89	9.57	8.75	54.59	39.8	24.64
miR-1539	181.01	39.7	48.14	26.72	92.42	54.94	31.45	45.07	17.33	8.03	8.86	5.51	77.57	48.33	64.06
miR-154-5p	847.43	174.07	27.77	85.17	794.81	271.62	14.98	144.23	43.33	40.85	36.84	34.01	206.86	164.89	54.2
miR-155-5p	279.74	1.53	12.96	23.38	140.48	109.87	1.5	1.8	1	1	1	1	109.17	51.17	51.74
miR-15a-5p	5166.88	1442.98	459.19	1142.22	6713.33	2795.6	1000.48	3351.54	1375.66	800.27	700.74	549.74	1525.58	1336.17	758.83
miR-15b-5p	4607.41	1299.44	172.2	644.59	5911.13	1660.27	354.96	1236.77	315.57	412.36	260.03	163.27	657.92	813.08	344.92
miR-16-5p	5504.21	1023.06	192.56	467.58	7637.53	2398.84	194.7	497.59	173.31	278.28	249.41	173.96	1117.61	682.3	500.14
miR-181a-5p	19491	3818.92	185.16	5051.5	13090.26	8536.33	218.67	5258.97	6559.85	1520.23	3907.94	3147.82	9972.27	4469.07	315.36
miR-181b-5p	584.15	62.61	33.33	208.74	262.47	579.87	28.46	243.39	1100.53	112.08	417.68	332.7	376.37	130.77	22.17
miR-181c-5p	246.83	71.77	12.96	121.9	310.53	326.56	20.97	118.99	213.03	62.15	146.67	135.41	186.75	127.93	24.64
miR-182-5p	148.1	21.38	31.48	11.69	48.06	39.68	25.46	39.66	15.16	4.89	6.73	3.24	51.71	48.33	24.64
miR-1825	271.51	36.65	24.07	28.39	55.45	48.83	34.45	57.69	15.16	5.24	3.9	5.18	83.32	54.02	41.88
miR-1827	460.74	59.55	92.58	68.47	173.75	173.96	82.38	86.54	46.94	13.97	12.4	11.66	137.91	122.25	123.19
miR-183-5p	148.1	44.28	33.33	36.74	73.94	64.09	34.45	63.1	20.94	19.55	8.15	11.34	77.57	59.7	22.17
miR-184	82.28	19.85	18.52	15.03	44.36	39.68	17.97	16.23	10.11	3.49	4.61	3.24	34.48	22.74	14.78
miR-185-5p	279.74	85.51	37.03	63.46	295.74	173.96	53.92	106.37	59.94	51.68	54.56	51.18	109.17	68.23	73.91
miR-186-5p	222.14	44.28	24.07	21.71	195.93	54.94	11.98	27.04	15.16	12.22	8.86	11.34	68.95	36.96	27.1
miR-187-3p	57.59	27.49	29.63	15.03	40.66	33.57	20.97	28.85	12.28	6.28	10.27	9.07	51.71	56.86	29.56
miR-188-3p	164.55	27.49	59.25	56.78	70.24	64.09	41.94	54.09	33.94	13.97	18.42	11.99	112.05	68.23	49.27
miR-188-5p	90.5	85.51	109.24	83.5	114.6	73.25	73.39	149.64	148.76	80.66	72.98	70.3	123.54	102.35	120.72
miR-18a-5p	213.92	54.97	27.77	45.09	158.96	85.45	25.46	50.48	21.66	17.81	15.94	8.1	68.95	59.7	64.06
miR-18b-5p	82.28	18.32	18.52	18.37	62.85	39.68	22.47	36.06	14.44	4.89	1	2.59	37.35	54.02	19.71
miR-1908	304.42	35.12	42.59	26.72	40.66	45.78	37.44	36.06	22.39	3.84	9.21	5.83	97.68	54.02	39.42
miR-1909-3p	205.69	25.96	40.73	30.06	110.9	42.73	35.95	52.28	21.66	9.78	10.27	8.75	68.95	51.17	36.96
miR-190a	255.05	45.81	24.07	35.07	188.54	122.08	32.95	57.69	41.16	6.98	9.57	8.1	140.78	48.33	34.49
