Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-10a-5p	29.19069481	29.82373238	28.4657383	30.19857788	30.7675724	30.55540466	28.81947899	29.87291908	31.70902443	29.25782776	32.51286316	31.87867737	29.57598495	29.50157166	28.60845566
miR-125a-5p	26.40325165	26.68443298	29.96363831	25.89362717	26.84671402	26.00819206	29.80677795	26.74794006	25.84493446	26.52162361	25.09633636	25.07940483	25.87600136	26.73583984	30.150383
miR-128-3p	29.14155769	34.80825424	33.44547653	27.84478951	34.38779068	28.18763161	34.02621841	36.08562088	26.38011169	28.727314	26.71067238	26.67853546	28.01397133	29.41636276	33.48636627
miR-129-2-3p	30.8573494	30.17146111	31.52993011	30.77069092	30.90766335	30.72483253	32.0568428	30.86511612	31.07951736	30.54701042	30.40016747	30.77430916	30.87400436	30.5850296	32.0991745
miR-129-5p	26.94620705	27.48505974	31.23189354	26.92023849	27.86167336	27.17880249	31.745121	27.91297722	25.86725807	26.78436661	26.21427155	25.85372543	26.46149635	27.31638336	32.44124222
miR-132-3p	26.70499802	29.29477882	30.65271187	25.56324959	29.52248001	25.91443253	31.03999329	29.40412331	24.83532524	26.47235298	24.44459915	24.6807766	25.65933228	26.67980194	30.7528038
miR-137	30.72629929	NA	NA	29.69081497	34.35838318	30.26496506	38.37912369	33.94026184	28.60569954	30.39453125	28.8064003	28.99112511	29.35004044	30.99486923	NA
miR-150-5p	27.90444374	27.94190598	27.65020943	27.4393177	28.43927193	27.8852253	27.88389778	28.2035141	27.55141258	27.66609955	27.36481285	27.32754517	27.5594902	27.70006561	27.70577049
miR-152-3p	29.3551712	28.76155281	30.15369415	29.54398918	28.93889618	29.94096184	29.87754059	28.88156128	30.47320747	28.84993362	30.66941071	30.52558708	29.30578995	29.34974098	29.76835442
miR-183-5p	34.12465286	32.96233749	33.28725433	33.84313583	33.41573334	33.19215393	NA	32.22984314	38.01804352	32.1527977	33.05245972	33.44264984	32.13143158	32.1408577	NA
miR-187-3p	33.10129166	NA	36.28858185	32.22237778	38.00947189	33.23101044	36.4805069	33.93040848	30.64187813	31.69100952	31.81562424	30.97635078	31.86138344	32.8771019	35.23424149
miR-191-5p	22.43920326	22.14361191	23.20309639	22.43969727	22.51053047	22.697155	23.53476524	22.26318169	23.12656784	22.18740463	22.53608704	22.62691689	22.34963989	22.57800674	23.22856903
miR-192-5p	24.76628113	27.43969536	22.03977394	24.84201622	28.04021835	24.7994442	22.4771328	28.00892067	26.87080574	24.58864975	27.1043911	26.99319458	24.33013535	24.70334625	22.25944328
miR-195-5p	26.36058044	26.99643135	27.36824417	25.92555046	27.40210724	26.25869179	27.73902512	27.16908646	25.47304916	26.31760216	25.56027794	25.5352459	25.90849686	26.64768982	27.33119965
miR-204-5p	27.12296677	30.56247711	30.95004082	26.09328651	30.95523834	26.23431587	31.17989922	30.49156952	25.00849724	26.88540077	25.12026978	25.137743	25.91696358	27.33668518	31.01972389
