Mature_Name	Sample_1	Sample_2	Sample_3	Sample_4	Sample_5	Sample_6	Sample_7	Sample_8	Sample_9	Sample_10	Sample_11	Sample_12	Sample_13	Sample_14	Sample_15
miR-3140-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3143	1	NA	NA	1	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA
miR-3145-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
miR-3150a-3p	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
miR-3150b-3p	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA
miR-3151-3p	4	NA	NA	6	NA	8	NA	NA	15	3	11	7	5	5	NA
miR-3154	1	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	1	NA	1	NA
miR-3177-3p	4	NA	1	1	NA	2	1	NA	8	4	9	3	2	3	NA
miR-3180-5p	1	NA	1	1	NA	1	NA	NA	4	1	2	2	1	1	NA
miR-3184-3p	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA	NA
miR-3194-3p	2	NA	2	1	NA	NA	NA	1	2	1	1	1	NA	NA	1
miR-3194-5p	1	NA	NA	1	NA	NA	1	NA	NA	NA	1	1	NA	NA	1
miR-32-3p	5	3	10	4	4	3	1	4	1	NA	2	1	5	2	5
miR-32-5p	136	128	64	88	174	82	71	172	51	117	30	25	64	139	64
miR-3200-3p	1	NA	NA	2	NA	2	NA	NA	1	NA	NA	2	1	1	NA
miR-3200-5p	1	NA	NA	2	NA	2	NA	NA	1	2	3	2	2	1	NA
miR-320a	1611	1129	745	1305	1230	1167	570	1136	1317	1127	1289	1067	1140	1050	339
miR-320b	624	488	218	442	486	386	191	465	416	430	422	325	398	372	108
miR-320c	997	657	531	886	755	804	381	679	912	707	891	758	768	684	230
miR-323a-3p	200	77	NA	254	83	239	7	76	293	165	311	259	220	190	4
miR-323b-3p	71	12	2	90	41	113	1	28	157	83	132	107	107	67	NA
miR-324-3p	34	11	10	38	17	46	4	15	61	33	51	42	34	19	7
miR-326	192	41	27	234	40	191	20	40	208	158	213	170	175	131	20
miR-328-3p	316	31	35	404	29	370	24	24	501	198	544	422	342	189	21
miR-329-3p	99	58	1	96	68	88	NA	59	103	71	80	77	87	71	2
miR-330-3p	2	1	NA	3	1	2	NA	NA	4	2	7	3	4	NA	NA
miR-330-5p	48	17	4	66	20	59	3	16	114	35	116	96	69	39	NA
miR-331-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-331-5p	7	5	4	5	3	9	4	4	8	8	9	13	7	5	2
miR-335-3p	1955	2161	147	847	2412	807	114	2080	164	1244	135	125	692	1238	71
miR-335-5p	1556	1905	151	709	1947	755	139	1812	238	998	202	151	582	940	71
miR-337-5p	10	14	2	10	17	4	1	18	1	16	7	4	12	19	1
miR-338-5p	157	NA	3	225	5	223	3	2	387	118	366	304	219	114	3
miR-339-3p	112	38	46	163	50	129	43	33	226	108	211	168	117	83	29
miR-339-5p	40	41	16	34	48	30	12	25	26	29	24	18	26	38	12
miR-33a-3p	5	5	7	8	5	10	7	3	7	3	3	5	7	1	1
miR-340-3p	47	4	44	85	12	48	26	3	104	37	99	80	40	30	19
miR-342-3p	4	NA	NA	3	1	3	NA	1	3	1	10	NA	5	4	NA
miR-342-5p	23	4	4	15	7	16	7	5	33	9	28	21	15	7	4
miR-345-5p	70	16	117	110	13	85	85	9	140	65	158	117	94	46	84
miR-346	31	NA	NA	36	1	45	NA	1	54	22	65	39	35	21	NA
miR-34a-5p	197	136	259	198	131	194	174	118	257	143	276	228	159	141	129
miR-34b-3p	13	12	NA	7	19	8	NA	9	4	7	3	3	4	12	NA
miR-34b-5p	312	289	2	188	289	136	2	246	131	185	147	123	171	186	NA
miR-34c-3p	6	4	NA	7	6	8	NA	2	12	3	10	5	5	9	NA
miR-34c-5p	314	289	2	189	296	137	2	249	132	192	150	124	174	189	NA
miR-3591-5p	10	NA	153	18	1	16	185	NA	NA	6	NA	1	17	15	77
miR-3605-3p	7	3	7	10	7	9	7	3	17	4	4	11	9	4	4
miR-3605-5p	5	1	5	9	2	4	2	2	6	3	5	1	2	2	1
miR-3607-3p	15	11	29	15	7	11	28	5	10	16	10	14	13	10	15
miR-361-3p	203	78	105	184	107	217	90	75	238	139	269	239	191	134	56
miR-361-5p	397	275	198	432	337	374	180	245	438	295	445	342	304	306	111
miR-3611	1	1	1	NA	NA	NA	NA	1	NA	1	NA	2	NA	NA	1
miR-3613-5p	77	81	34	41	87	47	26	65	22	49	34	23	43	64	30
miR-3614-3p	6	11	NA	NA	8	5	NA	6	NA	8	NA	NA	1	NA	NA
miR-3614-5p	14	19	1	6	19	4	2	21	NA	7	NA	NA	8	10	NA
miR-3615	46	7	17	68	8	43	23	11	93	32	101	72	49	34	13
miR-3617-3p	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3617-5p	1	6	NA	1	5	2	NA	2	1	1	NA	1	NA	NA	NA
miR-3622b-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-363-3p	281	194	24	265	266	229	18	204	280	212	249	214	209	214	18
miR-3648	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-365a-3p	249	200	222	142	256	133	162	192	56	184	58	53	123	156	102
miR-365a-5p	2	7	2	1	5	1	2	3	NA	NA	2	1	NA	4	1
miR-365b-3p	249	200	222	142	256	133	162	192	56	184	58	53	123	156	102
miR-365b-5p	1	2	1	2	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
miR-3664-3p	9	8	4	5	9	3	2	7	NA	5	NA	NA	3	3	NA
miR-3664-5p	1	2	1	NA	1	NA	1	NA	NA	NA	NA	NA	NA	2	NA
miR-3667-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3687	2	NA	NA	4	NA	2	NA	NA	6	2	7	2	2	NA	NA
miR-3688-3p	1	5	NA	2	4	1	NA	2	1	5	NA	NA	1	NA	NA
miR-369-3p	1	2	NA	NA	2	1	NA	1	1	NA	NA	NA	NA	NA	NA
miR-369-5p	68	48	9	59	54	50	7	58	70	61	43	43	41	51	7
miR-3690	4	4	NA	1	4	3	NA	5	1	3	NA	NA	2	1	1
miR-370-3p	97	42	8	113	42	94	10	49	183	64	174	125	107	57	4
miR-370-5p	6	4	NA	7	8	6	NA	5	NA	5	1	3	5	2	NA
miR-371a-3p	13	3	NA	10	12	7	NA	9	NA	18	NA	NA	3	10	NA
miR-371a-5p	106	131	NA	46	168	48	NA	113	1	95	NA	NA	54	88	NA
miR-372-3p	43	65	NA	14	56	13	NA	44	NA	42	NA	NA	13	22	NA
miR-373-3p	117	107	4	52	136	32	3	107	NA	87	NA	NA	40	74	1
miR-373-5p	1	1	NA	NA	3	NA	NA	3	NA	1	NA	NA	1	NA	NA
miR-374a-3p	251	243	137	143	303	167	131	239	122	223	95	102	163	225	71
miR-374b-3p	33	10	12	23	11	30	4	12	28	18	22	24	28	16	3
miR-374c-3p	30	9	10	22	13	31	5	12	27	17	21	22	26	17	3
miR-375	276	80	1172	218	95	218	878	86	68	212	64	50	195	204	613
miR-376a-2-5p	7	7	NA	2	15	1	1	5	NA	4	1	3	1	5	NA
miR-376a-3p	363	507	15	145	555	168	17	464	86	274	67	71	144	269	10
miR-376a-5p	250	279	10	162	251	158	14	244	94	178	108	79	141	182	8
miR-376b-3p	43	69	NA	15	82	24	2	51	15	33	5	8	23	46	2
miR-376b-5p	8	7	NA	2	12	3	NA	14	NA	4	3	NA	2	4	NA
miR-376c-3p	321	441	15	130	475	145	15	415	71	242	62	63	121	223	8
miR-376c-5p	4	6	NA	2	11	3	NA	11	NA	3	2	NA	2	3	NA
miR-377-3p	81	104	2	44	121	56	3	94	24	62	34	19	41	50	2
miR-378a-3p	2	3	8	1	1	3	10	1	3	2	3	NA	3	NA	6
miR-378a-5p	100	32	86	58	50	54	69	31	26	88	22	27	57	66	52
miR-378d	2	1	2	1	1	NA	3	NA	2	2	2	NA	1	NA	3
miR-379-3p	87	78	7	53	85	57	5	70	57	51	43	39	31	54	3
miR-379-5p	64	46	11	70	54	71	7	39	113	49	101	82	45	57	2
miR-380-3p	17	5	3	27	14	22	1	13	31	15	24	29	15	11	1
miR-380-5p	2	1	NA	3	1	5	NA	NA	1	NA	2	2	1	1	NA
miR-381-3p	2635	1674	186	2179	2243	2203	178	1711	2494	2052	2548	2256	2123	2042	103
miR-381-5p	6	1	NA	2	3	4	NA	2	2	2	3	4	4	NA	NA
miR-382-3p	69	70	2	60	68	46	2	62	33	60	33	22	42	57	2
miR-382-5p	72	70	2	59	76	51	1	68	68	39	66	40	50	68	2
miR-383-5p	5	NA	1	11	NA	7	NA	NA	29	7	16	7	11	9	NA
miR-3909	4	3	7	NA	5	6	3	3	NA	6	1	NA	2	4	2
miR-3912-3p	4	9	5	6	11	8	3	5	3	5	7	7	6	6	NA
miR-3916	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3927-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3939	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-3940-3p	2	2	NA	1	4	3	NA	1	2	4	6	1	1	2	2
miR-3943	21	NA	NA	26	1	13	NA	NA	20	11	12	13	17	10	NA
miR-3960	104	28	43	162	16	102	37	11	143	49	159	190	102	42	5
miR-409-3p	75	75	10	55	81	39	8	68	47	59	35	42	48	48	5
miR-410-3p	1954	1564	47	1459	2245	1544	50	1693	1602	1743	1693	1407	1604	1823	42
miR-411-3p	87	78	8	53	85	57	5	70	58	51	43	39	31	54	3
miR-411-5p	2376	1551	322	2088	1887	2053	284	1742	2794	2027	2578	2002	1982	2000	206
miR-412-5p	2	3	1	9	2	4	1	6	7	5	4	3	3	3	NA
miR-421	161	66	31	195	81	187	30	72	234	129	218	199	144	115	17
miR-423-3p	1216	555	785	1413	644	1040	688	482	1619	757	1427	1148	1039	700	363
miR-423-5p	28	11	27	20	19	21	36	14	12	11	35	17	7	8	13
miR-424-3p	290	321	30	99	360	116	19	342	5	232	4	1	103	228	22
miR-424-5p	1493	2048	104	482	2553	534	63	2138	3	1255	8	5	534	1158	42
miR-425-3p	45	24	26	39	27	40	17	30	36	43	42	36	25	27	25
miR-425-5p	36	27	15	23	30	26	34	24	16	26	16	11	13	13	19
miR-4254	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA	NA
miR-4270	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-429	35	5	94	17	16	20	89	3	3	18	2	1	12	14	59
miR-4301	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA
miR-432-3p	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-432-5p	369	308	17	256	398	227	10	311	252	255	292	208	227	254	2
miR-4324	3	1	3	5	4	5	3	1	6	1	12	4	8	3	NA
miR-4326	1	1	5	4	NA	NA	NA	1	2	2	2	2	1	NA	2
miR-433-5p	3	7	NA	4	6	4	NA	8	4	6	6	6	4	5	NA
miR-4429	2	NA	NA	1	1	1	NA	NA	1	NA	NA	NA	NA	NA	1
miR-4446-3p	2	NA	NA	4	1	7	NA	NA	7	2	9	3	2	1	NA
miR-4449	3	2	NA	NA	1	NA	NA	NA	2	NA	NA	NA	2	NA	1
miR-4454	117	51	111	92	50	65	99	49	44	90	63	36	89	82	74
miR-4473	1	NA	NA	NA	1	NA	NA	1	NA	NA	NA	1	3	NA	NA
miR-448	2	NA	NA	3	NA	3	NA	NA	1	NA	1	5	3	1	NA
miR-4482-3p	1	1	1	1	2	1	NA	NA	NA	1	NA	NA	NA	1	NA
miR-4484	3	1	8	3	NA	2	7	NA	NA	2	1	NA	1	1	1
miR-4496	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA
miR-449a	4	3	NA	5	7	6	1	5	9	4	10	9	3	4	NA
miR-449b-5p	5	3	NA	6	8	7	2	5	14	5	12	11	3	5	NA
miR-449c-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-449c-5p	1	NA	NA	1	1	1	1	NA	5	1	2	2	NA	1	NA
miR-4504	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
miR-450a-1-3p	1	1	NA	1	4	NA	NA	2	NA	1	NA	NA	2	1	NA
miR-450a-2-3p	4	5	NA	1	7	NA	NA	3	NA	1	NA	NA	2	1	NA
miR-450a-5p	284	287	38	141	332	107	21	298	5	203	5	3	85	190	17
miR-450b-5p	191	161	30	73	187	59	29	164	4	124	4	2	47	113	22
miR-4510	23	16	16	38	12	23	7	14	52	14	45	39	17	11	9
miR-451a	25259	35771	630	9011	41443	9051	624	34829	1578	18183	1624	1432	8379	18197	377
miR-452-5p	72	114	5	27	113	40	5	108	NA	47	NA	NA	28	59	3
miR-4524a-3p	1	NA	6	1	NA	1	6	NA	NA	NA	2	1	1	1	3
miR-4524a-5p	1	NA	4	1	NA	1	6	NA	NA	NA	1	NA	NA	NA	2
miR-4529-3p	1	NA	NA	NA	NA	3	NA	NA	1	NA	NA	NA	1	1	NA
miR-4536-3p	1	2	NA	1	1	1	NA	NA	1	1	1	NA	NA	NA	NA
miR-454-3p	280	234	49	195	222	171	48	189	172	184	225	204	163	160	27
miR-454-5p	9	5	NA	6	9	10	2	3	8	5	5	4	5	5	1
miR-455-3p	123	85	308	98	110	106	262	99	63	109	63	47	96	85	141
miR-455-5p	1	1	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	1	1
miR-4638-3p	1	NA	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA	1	NA
miR-4640-3p	1	NA	NA	1	NA	3	NA	NA	3	NA	4	1	2	2	NA
miR-4644	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4645-3p	8	10	1	5	9	7	2	10	1	6	NA	NA	1	2	NA
miR-4646-3p	2	NA	NA	2	1	2	NA	NA	1	NA	3	3	2	1	NA
miR-4649-3p	1	1	NA	NA	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-4652-5p	1	NA	NA	NA	1	NA	NA	1	NA	1	NA	NA	NA	NA	NA
miR-4661-5p	1	NA	NA	NA	NA	NA	NA	2	NA	1	NA	1	1	1	NA
miR-4662a-5p	27	22	71	21	19	24	64	16	19	28	19	10	13	25	42
miR-4668-5p	1	NA	1	2	NA	NA	2	NA	NA	NA	1	NA	NA	1	NA
miR-4677-3p	4	2	15	10	7	3	5	5	6	6	6	6	7	5	7
miR-4682	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA
miR-4684-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4690-3p	1	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA
miR-4700-3p	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4708-3p	2	1	NA	1	2	1	NA	NA	NA	NA	NA	NA	NA	1	NA
miR-4709-5p	1	NA	NA	NA	NA	2	NA	NA	NA	NA	NA	1	1	NA	1
miR-4716-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4720-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
miR-4724-5p	1	1	2	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4726-3p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	NA
miR-4728-3p	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	1	NA	1	NA
miR-4731-3p	1	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4732-5p	1	1	NA	1	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA
miR-4738-3p	1	NA	NA	2	NA	2	NA	NA	1	NA	4	NA	1	NA	NA
miR-4741	1	NA	NA	NA	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA
miR-4749-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	1
miR-4753-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4762-5p	1	NA	NA	NA	NA	NA	1	1	NA	NA	NA	NA	NA	NA	NA
miR-4763-3p	1	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	1	NA	NA
miR-4772-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4773	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4774-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4775	22	18	6	9	15	4	7	13	1	15	2	NA	3	12	3
miR-4777-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-4781-3p	2	NA	1	NA	NA	1	1	2	1	NA	4	1	NA	NA	1
miR-4787-3p	3	1	NA	8	NA	11	NA	NA	12	3	21	14	5	5	NA
miR-4787-5p	1	NA	2	NA	NA	NA	1	NA	NA	1	NA	2	1	NA	NA
miR-4796-3p	1	NA	1	1	NA	NA	NA	NA	2	1	NA	NA	NA	NA	1
miR-4802-5p	3	1	2	1	1	NA	NA	1	NA	NA	NA	NA	1	NA	NA
miR-483-3p	639	804	70	232	1012	239	38	762	1	497	2	6	207	469	44
miR-483-5p	121	90	48	44	122	42	43	111	6	78	2	3	46	77	31
miR-484	428	217	226	438	248	466	162	235	587	311	566	471	388	273	109
miR-485-3p	130	51	4	154	77	164	5	52	206	103	219	178	130	115	2
miR-486-3p	9	6	1	4	7	5	1	8	4	10	15	6	8	14	1
miR-486-5p	19496	14864	910	13871	19729	13488	655	13930	11338	14588	11037	9352	13537	14162	412
miR-487a-5p	15	9	1	13	13	9	NA	8	18	5	18	16	7	9	NA
miR-487b-3p	72	46	3	62	79	51	3	64	81	64	78	58	71	62	3
miR-487b-5p	3	1	NA	6	2	3	NA	1	7	NA	5	3	2	2	NA
miR-488-3p	23	2	NA	35	1	43	1	NA	58	20	71	54	35	23	NA
miR-488-5p	13	NA	NA	16	NA	23	NA	NA	21	4	27	15	5	4	NA
miR-489-3p	16	19	NA	10	10	7	1	12	4	11	NA	5	5	6	NA
miR-490-3p	26	10	19	33	8	23	17	5	43	17	31	28	28	17	6
miR-490-5p	3	NA	NA	3	NA	4	NA	NA	8	2	6	5	1	1	NA
miR-491-3p	1	4	NA	1	NA	4	1	NA	9	1	2	4	2	1	NA
miR-491-5p	18	5	NA	24	4	9	2	2	14	8	23	16	12	11	NA
miR-493-3p	190	210	10	103	269	85	9	208	1	181	4	2	60	126	8
miR-493-5p	407	515	8	161	656	170	7	530	7	301	3	3	169	300	8
miR-494-3p	36	50	3	15	47	15	5	47	7	26	12	11	14	20	2
miR-494-5p	1	1	NA	NA	1	2	NA	NA	NA	NA	2	NA	NA	1	NA
miR-495-5p	3	2	NA	1	4	NA	NA	4	NA	2	2	2	1	1	NA
miR-496	20	18	2	11	16	15	NA	8	3	12	3	8	9	9	3
miR-497-3p	1	3	NA	2	NA	4	NA	3	2	3	5	4	3	2	NA
miR-497-5p	375	86	339	490	103	466	309	91	658	302	662	544	425	257	149
miR-498	178	289	NA	66	259	51	NA	221	1	131	NA	NA	55	109	NA
miR-4999-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-5000-3p	1	NA	3	NA	NA	2	1	2	NA	1	NA	NA	NA	2	NA
miR-500a-5p	9	10	2	9	16	10	6	8	3	5	5	NA	3	8	4
miR-501-3p	324	288	191	316	323	224	128	180	191	172	178	121	144	171	59
miR-501-5p	5	8	4	6	8	3	2	11	5	7	6	4	5	8	2
miR-5010-3p	2	3	NA	7	NA	3	1	1	13	2	7	6	6	2	NA
miR-5010-5p	1	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	2	NA	NA
miR-502-3p	323	288	189	314	321	222	128	180	190	171	178	121	142	172	59
miR-502-5p	9	10	2	9	15	10	6	7	3	5	5	NA	3	7	4
miR-503-3p	2	1	NA	3	3	NA	NA	6	NA	3	NA	NA	NA	2	NA
miR-503-5p	103	144	10	45	180	53	5	166	1	69	2	1	32	62	5
miR-504-5p	59	14	4	83	20	74	3	17	96	40	102	69	50	46	1
miR-505-3p	39	8	70	31	13	25	58	9	15	20	17	24	30	25	27
miR-506-3p	3	4	NA	NA	1	NA	NA	NA	NA	NA	1	NA	NA	3	NA
miR-508-3p	4	12	1	5	13	1	NA	12	2	4	NA	NA	1	2	NA
miR-509-5p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-5096	2	NA	NA	4	1	3	1	NA	1	1	1	NA	2	1	1
miR-5100	9	5	25	12	6	8	15	4	9	3	4	3	8	8	21
miR-511-5p	3	5	11	3	5	5	8	5	NA	3	NA	NA	2	4	3
miR-512-3p	2648	2973	4	1165	3488	1022	1	2927	6	2021	NA	3	1006	1959	4
miR-513a-3p	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-513c-3p	1	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-514a-3p	1	3	NA	5	1	NA	NA	2	1	1	2	1	2	2	NA
miR-515-3p	299	365	NA	100	451	142	NA	376	NA	226	NA	NA	96	243	NA
miR-515-5p	70	109	NA	30	130	21	1	118	NA	50	NA	NA	21	41	NA
miR-516a-5p	39	42	NA	13	53	18	NA	27	NA	25	NA	NA	18	23	NA
miR-516b-5p	74	96	NA	36	109	35	NA	92	NA	57	NA	1	29	46	NA
miR-517a-3p	7856	11465	11	2892	13644	2744	14	11415	6	5966	4	6	2402	5791	9
miR-517b-3p	6811	10095	10	2482	12078	2359	14	10073	6	5215	4	5	2073	5042	8
miR-517c-3p	1392	1816	1	550	2071	508	NA	1741	1	996	NA	2	447	981	1
miR-5187-3p	1	1	NA	NA	NA	NA	NA	NA	NA	NA	1	NA	NA	NA	NA
miR-5187-5p	1	NA	NA	NA	NA	2	NA	NA	1	NA	1	NA	NA	1	NA
miR-518a-3p	20	27	NA	10	17	2	NA	24	NA	15	NA	NA	8	21	NA
miR-518a-5p	374	533	NA	155	608	146	1	530	NA	320	NA	NA	128	290	NA
miR-518b	3069	2976	3	1406	3713	1412	2	2864	1	2170	1	1	1352	2292	2
miR-518c-3p	2841	3148	3	1237	3819	1300	3	3355	NA	2216	3	5	1062	2419	1
miR-518c-5p	2	1	NA	1	NA	2	NA	3	1	NA	NA	NA	2	1	NA
miR-518d-3p	449	437	NA	217	546	216	1	499	NA	393	1	2	235	415	NA
miR-518d-5p	1	NA	NA	NA	3	1	NA	3	NA	2	NA	NA	1	NA	NA
miR-518e-3p	891	895	1	475	1082	472	1	990	1	817	2	3	453	827	NA
miR-518f-3p	2830	3133	3	1236	3789	1291	3	3326	NA	2193	3	4	1058	2403	2
miR-518f-5p	301	442	1	120	556	150	NA	459	NA	225	1	NA	169	305	NA
miR-519a-3p	1644	2221	1	634	2555	626	NA	2169	3	1223	2	3	545	1197	NA
miR-519b-3p	2202	2871	2	835	3229	889	NA	2855	3	1688	2	2	745	1622	1
miR-519b-5p	1297	1627	1	493	1864	471	1	1640	2	961	NA	NA	477	976	NA
miR-519c-3p	913	1107	1	344	1190	390	NA	1094	1	714	NA	NA	321	667	1
miR-519c-5p	1304	1630	1	494	1869	472	1	1644	2	967	NA	NA	477	978	NA
miR-519d-3p	1317	2010	1	437	2159	459	1	1889	3	944	1	NA	418	1016	3
miR-519d-5p	1318	1347	1	528	1555	482	2	1342	4	1008	NA	1	488	934	1
miR-519e-3p	49	62	NA	18	76	17	NA	56	1	33	NA	NA	18	41	NA
miR-519e-5p	51	91	NA	20	114	17	1	105	NA	41	NA	NA	13	40	NA
miR-520a-3p	234	281	NA	77	395	91	NA	316	NA	174	NA	NA	74	195	NA
miR-520a-5p	780	857	1	293	1138	366	NA	947	NA	594	NA	1	343	661	NA
miR-520b	88	91	1	42	115	33	NA	108	NA	51	NA	NA	26	80	NA
miR-520c-3p	221	244	NA	118	320	89	1	246	NA	176	NA	NA	84	163	NA
miR-520d-3p	542	607	NA	229	670	235	NA	614	NA	401	NA	3	197	363	NA
miR-520d-5p	1703	2240	1	722	2633	608	1	2078	2	1336	NA	1	591	1251	2
miR-520e	12	5	NA	4	9	2	NA	12	NA	4	NA	NA	2	5	NA
miR-520f-3p	202	222	NA	102	287	77	1	223	NA	165	NA	NA	79	147	NA
miR-520f-5p	8	6	NA	4	5	6	NA	12	NA	3	NA	NA	NA	3	NA
miR-520g-3p	2165	3062	1	760	3408	763	2	2926	2	1563	1	1	701	1599	4
miR-520g-5p	49	51	NA	11	50	23	NA	49	NA	35	NA	NA	14	36	NA
miR-520h	702	894	NA	268	1003	256	1	835	NA	504	NA	1	237	460	1
miR-521	110	188	1	30	233	31	NA	170	NA	78	NA	NA	32	84	NA
miR-522-3p	649	735	2	290	848	280	1	732	3	454	1	NA	248	464	NA
miR-523-3p	384	376	NA	203	465	154	NA	371	NA	291	NA	NA	154	306	NA
miR-524-3p	378	464	1	158	572	163	NA	521	2	289	NA	NA	167	342	NA
miR-524-5p	1842	2421	2	774	2816	656	1	2273	2	1450	NA	1	639	1354	2
miR-525-3p	1227	1340	2	618	1595	585	NA	1419	3	1039	1	1	547	1073	NA
miR-525-5p	1596	1935	3	672	2441	764	2	1914	NA	1285	1	NA	704	1445	1
miR-526a	39	41	NA	15	56	14	NA	58	NA	30	NA	NA	25	41	NA
miR-526b-3p	45	48	1	15	62	19	NA	75	NA	22	NA	NA	10	43	NA
miR-526b-5p	7	10	NA	2	8	4	NA	5	NA	5	NA	NA	2	4	NA
miR-527	374	533	NA	155	608	146	1	530	NA	320	NA	NA	128	290	NA
miR-532-3p	1	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	NA	NA	NA
miR-532-5p	1	NA	NA	NA	NA	NA	1	NA	NA	NA	NA	NA	NA	1	NA
miR-539-3p	4	1	NA	2	1	NA	NA	NA	NA	NA	2	NA	NA	NA	NA
miR-541-3p	1	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	2	1	NA	NA
miR-541-5p	3	NA	NA	2	NA	NA	NA	1	3	1	1	NA	2	NA	NA
miR-542-3p	4	NA	1	3	1	1	6	NA	1	NA	2	1	1	NA	1
miR-542-5p	33	45	5	10	46	7	2	53	2	28	2	NA	11	34	1
miR-543	71	67	6	54	81	45	3	80	40	50	49	46	42	43	4
miR-545-5p	7	3	1	2	3	3	2	6	NA	4	1	NA	2	4	2
miR-548a-3p	1	NA	NA	NA	1	NA	1	NA	2	NA	3	NA	NA	NA	NA
miR-548aa	3	NA	1	NA	1	1	2	NA	NA	1	1	NA	2	NA	1
miR-548ab	3	1	1	3	2	6	NA	1	9	6	6	2	6	3	NA
miR-548ae	4	NA	2	4	NA	2	6	NA	1	3	NA	NA	1	3	4
miR-548ah-3p	4	2	45	7	NA	7	36	1	4	9	3	3	3	8	20
miR-548aj-5p	1	NA	NA	NA	NA	1	NA	NA	1	NA	NA	NA	NA	1	NA
miR-548ak	2	2	NA	1	9	NA	2	4	NA	10	NA	1	1	6	1
miR-548al	2	NA	1	1	1	NA	NA	NA	1	1	NA	NA	1	NA	NA
